gene_symbol,gene_id,exact_2NAP_human_support,exact_2NAP_experimental_support,parent_naphthalene_support,number_of_sources,number_of_independent_references,number_of_species,number_of_tissues_or_cells,perturbation_direction_consistency,CTD_support,toxicogenomic_support,bioassay_target_support,direct_target_or_binding_support,exposure_metabolism_flag,direct_target_binding_flag,transcriptomic_response_flag,evidence_rows,in_thyroid_disease_set,in_hypertension_disease_set,branch_class,thyroid_disease_relevance_score,thyroid_disease_rank,hypertension_disease_relevance_score,hypertension_disease_rank,thyroid_disease_id,hypertension_disease_id,branch_evidence_note
TNFRSF12A,51330,False,False,True,1,1,1,0,consistent:increases,True,False,False,False,False,False,False,1,False,True,hypertension-specific,,,0.031728841168964635,591,,HP_0000822,Branch membership is based on gene symbol membership in the independent disease lists; evidence-layer fields are inherited from the expanded molecular universe.
TNNI3,7137,False,False,True,1,2,1,0,consistent:inactive,False,True,True,True,False,True,False,2,True,True,shared,0.0029361066233284643,1550,0.0862451088601292,161,MONDO_0003240,HP_0000822,Branch membership is based on gene symbol membership in the independent disease lists; evidence-layer fields are inherited from the expanded molecular universe.
TNNT1,7138,False,False,True,1,1,1,0,consistent:decreases,True,False,False,False,False,False,False,1,False,True,hypertension-specific,,,0.009054706439775195,1971,,HP_0000822,Branch membership is based on gene symbol membership in the independent disease lists; evidence-layer fields are inherited from the expanded molecular universe.
TNNT2,7139,False,False,True,1,2,1,0,consistent:inactive,False,True,True,True,False,True,False,2,False,True,hypertension-specific,,,0.05639582752667607,291,,HP_0000822,Branch membership is based on gene symbol membership in the independent disease lists; evidence-layer fields are inherited from the expanded molecular universe.
TOR2A,27433,False,False,True,1,1,1,0,consistent:increases,True,False,False,False,False,False,False,1,False,True,hypertension-specific,,,0.0014783194187388072,4979,,HP_0000822,Branch membership is based on gene symbol membership in the independent disease lists; evidence-layer fields are inherited from the expanded molecular universe.
TP53,7157,True,False,True,2,13,1,0,mixed,True,True,True,True,False,True,False,56,True,True,shared,0.0180805057492221,650,0.039653326718436216,451,MONDO_0003240,HP_0000822,Branch membership is based on gene symbol membership in the independent disease lists; evidence-layer fields are inherited from the expanded molecular universe.
TPM1,7168,False,False,True,2,4,3,0,mixed,True,True,True,True,True,True,False,4,False,True,hypertension-specific,,,0.00487640086042315,2891,,HP_0000822,Branch membership is based on gene symbol membership in the independent disease lists; evidence-layer fields are inherited from the expanded molecular universe.
TRHR,7201,True,False,True,1,6,1,0,consistent:inactive,False,True,True,True,False,True,False,18,True,True,shared,0.0036957985468470188,1424,0.009501282097519208,1895,MONDO_0003240,HP_0000822,Branch membership is based on gene symbol membership in the independent disease lists; evidence-layer fields are inherited from the expanded molecular universe.
TRIM54,57159,False,False,True,1,1,1,0,consistent:increases,True,False,False,False,False,False,False,1,False,True,hypertension-specific,,,0.0014783194187388072,4900,,HP_0000822,Branch membership is based on gene symbol membership in the independent disease lists; evidence-layer fields are inherited from the expanded molecular universe.
TRPA1,8989,False,False,True,1,1,1,0,consistent:increases,True,False,False,False,False,False,False,1,False,True,hypertension-specific,,,0.07630065910384251,194,,HP_0000822,Branch membership is based on gene symbol membership in the independent disease lists; evidence-layer fields are inherited from the expanded molecular universe.
TRPV1,7442,False,False,True,1,2,1,0,consistent:inactive,False,True,True,True,False,True,False,2,False,True,hypertension-specific,,,0.100413543390309,125,,HP_0000822,Branch membership is based on gene symbol membership in the independent disease lists; evidence-layer fields are inherited from the expanded molecular universe.
TSG101,7251,False,False,True,1,1,1,0,consistent:inactive,False,True,True,True,False,True,False,1,True,True,shared,0.005543697820270526,1106,0.0014783194187388072,4676,MONDO_0003240,HP_0000822,Branch membership is based on gene symbol membership in the independent disease lists; evidence-layer fields are inherited from the expanded molecular universe.
TSHR,7253,True,False,True,1,7,1,0,mixed,False,True,True,True,False,True,False,22,True,True,shared,0.7055254222897115,1,0.014784631442378515,1313,MONDO_0003240,HP_0000822,Branch membership is based on gene symbol membership in the independent disease lists; evidence-layer fields are inherited from the expanded molecular universe.
TTR,7276,False,False,True,1,1,1,0,consistent:affects,True,False,False,False,True,False,False,1,True,True,shared,0.013047078399068684,712,0.0503738593700932,330,MONDO_0003240,HP_0000822,Branch membership is based on gene symbol membership in the independent disease lists; evidence-layer fields are inherited from the expanded molecular universe.
TUBA1A,7846,False,False,True,1,2,2,0,mixed,True,False,False,False,True,False,False,2,False,True,hypertension-specific,,,0.0036957985468470183,3781,,HP_0000822,Branch membership is based on gene symbol membership in the independent disease lists; evidence-layer fields are inherited from the expanded molecular universe.
TUBB,203068,False,False,True,1,1,1,0,consistent:affects,True,False,False,False,True,False,False,1,False,True,hypertension-specific,,,0.00406537840153172,3212,,HP_0000822,Branch membership is based on gene symbol membership in the independent disease lists; evidence-layer fields are inherited from the expanded molecular universe.
TUBB4A,10382,False,False,True,1,1,1,0,consistent:affects,True,False,False,False,False,False,False,1,False,True,hypertension-specific,,,0.0036957985468470183,3779,,HP_0000822,Branch membership is based on gene symbol membership in the independent disease lists; evidence-layer fields are inherited from the expanded molecular universe.
TUBB6,84617,False,False,True,1,1,1,0,consistent:increases,True,False,False,False,False,False,False,1,False,True,hypertension-specific,,,0.0036957985468470183,3786,,HP_0000822,Branch membership is based on gene symbol membership in the independent disease lists; evidence-layer fields are inherited from the expanded molecular universe.
UCHL1,7345,False,False,True,1,2,1,0,consistent:increases,True,False,False,False,False,False,False,2,False,True,hypertension-specific,,,0.03518817588556955,521,,HP_0000822,Branch membership is based on gene symbol membership in the independent disease lists; evidence-layer fields are inherited from the expanded molecular universe.
UGT1A1,54658,True,False,False,1,1,1,0,consistent:unspecified,False,True,True,True,False,True,False,1,False,True,hypertension-specific,,,0.019253735013905555,1039,,HP_0000822,Branch membership is based on gene symbol membership in the independent disease lists; evidence-layer fields are inherited from the expanded molecular universe.
UGT1A4,54657,True,False,False,1,1,1,0,consistent:unspecified,False,True,True,True,False,True,False,1,False,True,hypertension-specific,,,0.0022174791281082107,4327,,HP_0000822,Branch membership is based on gene symbol membership in the independent disease lists; evidence-layer fields are inherited from the expanded molecular universe.
UGT1A7,54577,True,True,False,2,2,2,0,mixed,True,True,True,True,True,True,False,2,False,True,hypertension-specific,,,0.0014783194187388072,4769,,HP_0000822,Branch membership is based on gene symbol membership in the independent disease lists; evidence-layer fields are inherited from the expanded molecular universe.
UGT1A9,54600,True,False,False,1,1,1,0,consistent:unspecified,False,True,True,True,False,True,False,1,False,True,hypertension-specific,,,0.005523165606121377,2686,,HP_0000822,Branch membership is based on gene symbol membership in the independent disease lists; evidence-layer fields are inherited from the expanded molecular universe.
USP1,7398,False,False,True,1,2,1,0,consistent:inactive,False,True,True,True,False,True,False,2,False,True,hypertension-specific,,,0.0022174791281082107,4203,,HP_0000822,Branch membership is based on gene symbol membership in the independent disease lists; evidence-layer fields are inherited from the expanded molecular universe.
USP2,9099,False,False,True,1,1,1,0,consistent:inactive,False,True,True,True,False,True,False,1,False,True,hypertension-specific,,,0.00997865607648695,1822,,HP_0000822,Branch membership is based on gene symbol membership in the independent disease lists; evidence-layer fields are inherited from the expanded molecular universe.
VAT1,10493,False,False,True,1,1,1,0,consistent:affects;decreases,True,False,False,False,False,False,False,1,False,True,hypertension-specific,,,0.0022174791281082107,4439,,HP_0000822,Branch membership is based on gene symbol membership in the independent disease lists; evidence-layer fields are inherited from the expanded molecular universe.
VCL,7414,False,False,True,1,1,1,0,consistent:increases,True,False,False,False,False,False,False,1,False,True,hypertension-specific,,,0.015676345502876103,1256,,HP_0000822,Branch membership is based on gene symbol membership in the independent disease lists; evidence-layer fields are inherited from the expanded molecular universe.
VCP,7415,False,False,True,1,1,1,0,consistent:affects,True,False,False,False,True,False,False,1,True,True,shared,0.0044349582562164215,1240,0.0014783194187388072,4752,MONDO_0003240,HP_0000822,Branch membership is based on gene symbol membership in the independent disease lists; evidence-layer fields are inherited from the expanded molecular universe.
VDR,7421,True,False,True,1,7,1,0,consistent:inactive,False,True,True,True,False,True,False,22,True,True,shared,0.014079668378855109,693,0.358345627495405,72,MONDO_0003240,HP_0000822,Branch membership is based on gene symbol membership in the independent disease lists; evidence-layer fields are inherited from the expanded molecular universe.
WRN,7486,False,False,True,1,1,1,0,consistent:inactive,False,True,True,True,False,True,False,1,True,True,shared,0.0022174791281082107,1670,0.002771848910135263,4059,MONDO_0003240,HP_0000822,Branch membership is based on gene symbol membership in the independent disease lists; evidence-layer fields are inherited from the expanded molecular universe.
YAP1,10413,True,False,False,1,1,1,0,consistent:inactive,False,True,True,True,False,True,False,1,False,True,hypertension-specific,,,0.023735659861549564,824,,HP_0000822,Branch membership is based on gene symbol membership in the independent disease lists; evidence-layer fields are inherited from the expanded molecular universe.
