gene_symbol,gene_id,chemical,chemical_identity,evidence_tier,evidence_type,species,tissue_or_cell,direction,effect_size,p_value,fdr,dose,duration,dataset_or_reference,source_database,notes
TSHR,7253,naphthalene,CTD:C031721; PubChem CID:931; ChEMBL:CHEMBL16293,Tier C,bioassay activity,Homo sapiens,,Inactive,,,,,,PubChem-AID:1259395,PubChem BioAssay,assay_name=qHTS assay to identify small molecule antagonists of the thyroid stimulating hormone receptor (TSHR) signaling pathway: Summary; assay_type=Summary; activity_name=Potency; target_accession=EAW81333
TSHR,7253,naphthalene,CTD:C031721; PubChem CID:931; ChEMBL:CHEMBL16293,Tier C,bioassay activity,Homo sapiens,,Inactive,,,,,,PubChem-AID:1259395,PubChem BioAssay,assay_name=qHTS assay to identify small molecule antagonists of the thyroid stimulating hormone receptor (TSHR) signaling pathway: Summary; assay_type=Summary; activity_name=Potency; target_accession=EAW81333
ESR2,2100,naphthalene,CTD:C031721; PubChem CID:931; ChEMBL:CHEMBL16293,Tier C,bioassay activity,Homo sapiens,,Inactive,,,,,,PubChem-AID:1259396,PubChem BioAssay,assay_name=qHTS assay to identify small molecule antagonists of the estrogen receptor beta (ER-beta) signaling pathway: Summary; assay_type=Summary; activity_name=; target_accession=AAV31779
ESR2,2100,naphthalene,CTD:C031721; PubChem CID:931; ChEMBL:CHEMBL16293,Tier C,bioassay activity,Homo sapiens,,Inactive,,,,,,PubChem-AID:1259396,PubChem BioAssay,assay_name=qHTS assay to identify small molecule antagonists of the estrogen receptor beta (ER-beta) signaling pathway: Summary; assay_type=Summary; activity_name=; target_accession=AAV31779
ESRRA,2101,naphthalene,CTD:C031721; PubChem CID:931; ChEMBL:CHEMBL16293,Tier C,bioassay activity,Homo sapiens,,Inactive,,,,,,PubChem-AID:1259401,PubChem BioAssay,assay_name=qHTS assay to identify small molecule antagonists of the estrogen related receptor signaling pathway with the pleiotropic PPARgamma coactivator (PGC) from Tox21 10K library: Summary; assay_type=Summary; activity_name=Potency; target_accession=ADZ17378
ESRRA,2101,naphthalene,CTD:C031721; PubChem CID:931; ChEMBL:CHEMBL16293,Tier C,bioassay activity,Homo sapiens,,Inactive,,,,,,PubChem-AID:1259401,PubChem BioAssay,assay_name=qHTS assay to identify small molecule antagonists of the estrogen related receptor signaling pathway with the pleiotropic PPARgamma coactivator (PGC) from Tox21 10K library: Summary; assay_type=Summary; activity_name=Potency; target_accession=ADZ17378
ESRRA,2101,naphthalene,CTD:C031721; PubChem CID:931; ChEMBL:CHEMBL16293,Tier C,bioassay activity,Homo sapiens,,Inactive,,,,,,PubChem-AID:1259402,PubChem BioAssay,assay_name=qHTS assay to identify small molecule agonists of the estrogen related receptor signaling pathway with the pleiotropic PPARgamma coactivator (PGC) from Tox21 10K library: Summary; assay_type=Summary; activity_name=; target_accession=ADZ17378
ESRRA,2101,naphthalene,CTD:C031721; PubChem CID:931; ChEMBL:CHEMBL16293,Tier C,bioassay activity,Homo sapiens,,Inactive,,,,,,PubChem-AID:1259402,PubChem BioAssay,assay_name=qHTS assay to identify small molecule agonists of the estrogen related receptor signaling pathway with the pleiotropic PPARgamma coactivator (PGC) from Tox21 10K library: Summary; assay_type=Summary; activity_name=; target_accession=ADZ17378
ESRRA,2101,naphthalene,CTD:C031721; PubChem CID:931; ChEMBL:CHEMBL16293,Tier C,bioassay activity,Homo sapiens,,Inactive,,,,,,PubChem-AID:1259403,PubChem BioAssay,assay_name=qHTS assay to identify small molecule antagonists of the estrogen related receptor (ERR) signaling pathway from Tox21 library: Summary; assay_type=Summary; activity_name=Potency; target_accession=ADZ17378
ESRRA,2101,naphthalene,CTD:C031721; PubChem CID:931; ChEMBL:CHEMBL16293,Tier C,bioassay activity,Homo sapiens,,Inactive,,,,,,PubChem-AID:1259403,PubChem BioAssay,assay_name=qHTS assay to identify small molecule antagonists of the estrogen related receptor (ERR) signaling pathway from Tox21 library: Summary; assay_type=Summary; activity_name=Potency; target_accession=ADZ17378
ESRRA,2101,naphthalene,CTD:C031721; PubChem CID:931; ChEMBL:CHEMBL16293,Tier C,bioassay activity,Homo sapiens,,Inactive,,,,,,PubChem-AID:1259404,PubChem BioAssay,assay_name=qHTS assay to identify small molecule agonists of the estrogen related receptor (ERR) signaling pathway from Tox21 library: Summary; assay_type=Summary; activity_name=; target_accession=ADZ17378
ESRRA,2101,naphthalene,CTD:C031721; PubChem CID:931; ChEMBL:CHEMBL16293,Tier C,bioassay activity,Homo sapiens,,Inactive,,,,,,PubChem-AID:1259404,PubChem BioAssay,assay_name=qHTS assay to identify small molecule agonists of the estrogen related receptor (ERR) signaling pathway from Tox21 library: Summary; assay_type=Summary; activity_name=; target_accession=ADZ17378
PI4K2A,55361,naphthalene,CTD:C031721; PubChem CID:931; ChEMBL:CHEMBL16293,Tier C,bioassay activity,Homo sapiens,,Inactive,,,,,,PubChem-AID:1346378,PubChem BioAssay,assay_name=qHTS for small molecular inhibitors of PI4K2A; assay_type=Screening; activity_name=; target_accession=Q9BTU6
PGR,5241,naphthalene,CTD:C031721; PubChem CID:931; ChEMBL:CHEMBL16293,Tier C,bioassay activity,Homo sapiens,,Inactive,,,,,,PubChem-AID:1346784,PubChem BioAssay,assay_name=qHTS assay to identify small molecule agonists of the progesterone receptor (PR) signaling pathway; assay_type=Confirmatory; activity_name=Potency; target_accession=ABB72139
PGR,5241,naphthalene,CTD:C031721; PubChem CID:931; ChEMBL:CHEMBL16293,Tier C,bioassay activity,Homo sapiens,,Inactive,,,,,,PubChem-AID:1346784,PubChem BioAssay,assay_name=qHTS assay to identify small molecule agonists of the progesterone receptor (PR) signaling pathway; assay_type=Confirmatory; activity_name=Potency; target_accession=ABB72139
PGR,5241,naphthalene,CTD:C031721; PubChem CID:931; ChEMBL:CHEMBL16293,Tier C,bioassay activity,Homo sapiens,,Inactive,,,,,,PubChem-AID:1346795,PubChem BioAssay,assay_name=qHTS assay to identify small molecule antagonists of the progesterone receptor (PR) signaling pathway; assay_type=Confirmatory; activity_name=Potency; target_accession=ABB72139
PGR,5241,naphthalene,CTD:C031721; PubChem CID:931; ChEMBL:CHEMBL16293,Tier C,bioassay activity,Homo sapiens,,Inactive,,,,,,PubChem-AID:1346795,PubChem BioAssay,assay_name=qHTS assay to identify small molecule antagonists of the progesterone receptor (PR) signaling pathway; assay_type=Confirmatory; activity_name=Potency; target_accession=ABB72139
SMAD2,4087,naphthalene,CTD:C031721; PubChem CID:931; ChEMBL:CHEMBL16293,Tier C,bioassay activity,Homo sapiens,,Inactive,,,,,,PubChem-AID:1346859,PubChem BioAssay,assay_name=qHTS assay to identify small molecule agonists of the TGF-beta/Smad signaling pathway; assay_type=Confirmatory; activity_name=Potency; target_accession=AAH14840
SMAD3,4088,naphthalene,CTD:C031721; PubChem CID:931; ChEMBL:CHEMBL16293,Tier C,bioassay activity,Homo sapiens,,Inactive,,,,,,PubChem-AID:1346859,PubChem BioAssay,assay_name=qHTS assay to identify small molecule agonists of the TGF-beta/Smad signaling pathway; assay_type=Confirmatory; activity_name=Potency; target_accession=AAH50743
SMAD2,4087,naphthalene,CTD:C031721; PubChem CID:931; ChEMBL:CHEMBL16293,Tier C,bioassay activity,Homo sapiens,,Inactive,,,,,,PubChem-AID:1346859,PubChem BioAssay,assay_name=qHTS assay to identify small molecule agonists of the TGF-beta/Smad signaling pathway; assay_type=Confirmatory; activity_name=Potency; target_accession=AAH14840
SMAD3,4088,naphthalene,CTD:C031721; PubChem CID:931; ChEMBL:CHEMBL16293,Tier C,bioassay activity,Homo sapiens,,Inactive,,,,,,PubChem-AID:1346859,PubChem BioAssay,assay_name=qHTS assay to identify small molecule agonists of the TGF-beta/Smad signaling pathway; assay_type=Confirmatory; activity_name=Potency; target_accession=AAH50743
TRHR,7201,naphthalene,CTD:C031721; PubChem CID:931; ChEMBL:CHEMBL16293,Tier C,bioassay activity,Homo sapiens,,Inactive,,,,,,PubChem-AID:1346877,PubChem BioAssay,assay_name=qHTS assay to identify small molecule antagonists of the thyrotropin-releasing hormone receptor (TRHR) signaling pathway; assay_type=Confirmatory; activity_name=Potency; target_accession=EAW91923
TRHR,7201,naphthalene,CTD:C031721; PubChem CID:931; ChEMBL:CHEMBL16293,Tier C,bioassay activity,Homo sapiens,,Inactive,,,,,,PubChem-AID:1346877,PubChem BioAssay,assay_name=qHTS assay to identify small molecule antagonists of the thyrotropin-releasing hormone receptor (TRHR) signaling pathway; assay_type=Confirmatory; activity_name=Potency; target_accession=EAW91923
TRHR,7201,naphthalene,CTD:C031721; PubChem CID:931; ChEMBL:CHEMBL16293,Tier C,bioassay activity,Homo sapiens,,Inactive,,,,,,PubChem-AID:1346891,PubChem BioAssay,assay_name=qHTS assay to identify small molecule agonists of the thyrotropin-releasing hormone receptor (TRHR) signaling pathway; assay_type=Confirmatory; activity_name=Potency; target_accession=EAW91923
TRHR,7201,naphthalene,CTD:C031721; PubChem CID:931; ChEMBL:CHEMBL16293,Tier C,bioassay activity,Homo sapiens,,Inactive,,,,,,PubChem-AID:1346891,PubChem BioAssay,assay_name=qHTS assay to identify small molecule agonists of the thyrotropin-releasing hormone receptor (TRHR) signaling pathway; assay_type=Confirmatory; activity_name=Potency; target_accession=EAW91923
SMAD2,4087,naphthalene,CTD:C031721; PubChem CID:931; ChEMBL:CHEMBL16293,Tier C,bioassay activity,Homo sapiens,,Inactive,,,,,,PubChem-AID:1346924,PubChem BioAssay,assay_name=qHTS assay to identify small molecule antagonists of the TGF-beta/Smad signaling pathway; assay_type=Confirmatory; activity_name=Potency; target_accession=AAH14840
SMAD3,4088,naphthalene,CTD:C031721; PubChem CID:931; ChEMBL:CHEMBL16293,Tier C,bioassay activity,Homo sapiens,,Inactive,,,,,,PubChem-AID:1346924,PubChem BioAssay,assay_name=qHTS assay to identify small molecule antagonists of the TGF-beta/Smad signaling pathway; assay_type=Confirmatory; activity_name=Potency; target_accession=AAH50743
SMAD2,4087,naphthalene,CTD:C031721; PubChem CID:931; ChEMBL:CHEMBL16293,Tier C,bioassay activity,Homo sapiens,,Inactive,,,,,,PubChem-AID:1346924,PubChem BioAssay,assay_name=qHTS assay to identify small molecule antagonists of the TGF-beta/Smad signaling pathway; assay_type=Confirmatory; activity_name=Potency; target_accession=AAH14840
SMAD3,4088,naphthalene,CTD:C031721; PubChem CID:931; ChEMBL:CHEMBL16293,Tier C,bioassay activity,Homo sapiens,,Inactive,,,,,,PubChem-AID:1346924,PubChem BioAssay,assay_name=qHTS assay to identify small molecule antagonists of the TGF-beta/Smad signaling pathway; assay_type=Confirmatory; activity_name=Potency; target_accession=AAH50743
CASP7,840,naphthalene,CTD:C031721; PubChem CID:931; ChEMBL:CHEMBL16293,Tier C,bioassay activity,Homo sapiens,,Inactive,,,,,,PubChem-AID:1346978,PubChem BioAssay,"assay_name=Caspase-3/7 induction in HepG2 cells by small molecules, qHTS assay; assay_type=Confirmatory; activity_name=Potency; target_accession=AAP35329"
CASP3,836,naphthalene,CTD:C031721; PubChem CID:931; ChEMBL:CHEMBL16293,Tier C,bioassay activity,Homo sapiens,,Inactive,,,,,,PubChem-AID:1346978,PubChem BioAssay,"assay_name=Caspase-3/7 induction in HepG2 cells by small molecules, qHTS assay; assay_type=Confirmatory; activity_name=Potency; target_accession=CAC88866"
CASP7,840,naphthalene,CTD:C031721; PubChem CID:931; ChEMBL:CHEMBL16293,Tier C,bioassay activity,Homo sapiens,,Inactive,,,,,,PubChem-AID:1346978,PubChem BioAssay,"assay_name=Caspase-3/7 induction in HepG2 cells by small molecules, qHTS assay; assay_type=Confirmatory; activity_name=Potency; target_accession=AAP35329"
CASP3,836,naphthalene,CTD:C031721; PubChem CID:931; ChEMBL:CHEMBL16293,Tier C,bioassay activity,Homo sapiens,,Inactive,,,,,,PubChem-AID:1346978,PubChem BioAssay,"assay_name=Caspase-3/7 induction in HepG2 cells by small molecules, qHTS assay; assay_type=Confirmatory; activity_name=Potency; target_accession=CAC88866"
Casp7,100766857,naphthalene,CTD:C031721; PubChem CID:931; ChEMBL:CHEMBL16293,Tier C,bioassay activity,Cricetulus griseus,,Inactive,,,,,,PubChem-AID:1346980,PubChem BioAssay,"assay_name=Caspase-3/7 induction in CHO-K1 cells by small molecules, qHTS assay; assay_type=Confirmatory; activity_name=Potency; target_accession=EGW14942"
Casp3,100689061,naphthalene,CTD:C031721; PubChem CID:931; ChEMBL:CHEMBL16293,Tier C,bioassay activity,Cricetulus griseus,,Inactive,,,,,,PubChem-AID:1346980,PubChem BioAssay,"assay_name=Caspase-3/7 induction in CHO-K1 cells by small molecules, qHTS assay; assay_type=Confirmatory; activity_name=Potency; target_accession=NP_001230975"
Casp7,100766857,naphthalene,CTD:C031721; PubChem CID:931; ChEMBL:CHEMBL16293,Tier C,bioassay activity,Cricetulus griseus,,Inactive,,,,,,PubChem-AID:1346980,PubChem BioAssay,"assay_name=Caspase-3/7 induction in CHO-K1 cells by small molecules, qHTS assay; assay_type=Confirmatory; activity_name=Potency; target_accession=EGW14942"
Casp3,100689061,naphthalene,CTD:C031721; PubChem CID:931; ChEMBL:CHEMBL16293,Tier C,bioassay activity,Cricetulus griseus,,Inactive,,,,,,PubChem-AID:1346980,PubChem BioAssay,"assay_name=Caspase-3/7 induction in CHO-K1 cells by small molecules, qHTS assay; assay_type=Confirmatory; activity_name=Potency; target_accession=NP_001230975"
NR1I2,8856,naphthalene,CTD:C031721; PubChem CID:931; ChEMBL:CHEMBL16293,Tier C,bioassay activity,Homo sapiens,,Inactive,,,,,,PubChem-AID:1346982,PubChem BioAssay,"assay_name=Human pregnane X receptor (PXR) small molecule agonists, qHTS assay; assay_type=Confirmatory; activity_name=Potency; target_accession=ADZ17384"
NR1I2,8856,naphthalene,CTD:C031721; PubChem CID:931; ChEMBL:CHEMBL16293,Tier C,bioassay activity,Homo sapiens,,Inactive,,,,,,PubChem-AID:1346982,PubChem BioAssay,"assay_name=Human pregnane X receptor (PXR) small molecule agonists, qHTS assay; assay_type=Confirmatory; activity_name=Potency; target_accession=ADZ17384"
Nr1i2,84385,naphthalene,CTD:C031721; PubChem CID:931; ChEMBL:CHEMBL16293,Tier C,bioassay activity,Rattus norvegicus,,Inactive,,,,,,PubChem-AID:1346983,PubChem BioAssay,"assay_name=Rat pregnane X receptor (rPXR) activation by small molecules, qHTS assay; assay_type=Confirmatory; activity_name=Potency; target_accession=EDM11231"
CYP3A4,1576,naphthalene,CTD:C031721; PubChem CID:931; ChEMBL:CHEMBL16293,Tier C,bioassay activity,Homo sapiens,,Inactive,,,,,,PubChem-AID:1346984,PubChem BioAssay,"assay_name=CYP3A4 induction through human pregnane X receptor (PXR) by small molecules, qHTS assay; assay_type=Confirmatory; activity_name=Potency; target_accession=ABI96208"
NR1I2,8856,naphthalene,CTD:C031721; PubChem CID:931; ChEMBL:CHEMBL16293,Tier C,bioassay activity,Homo sapiens,,Inactive,,,,,,PubChem-AID:1346985,PubChem BioAssay,"assay_name=Human pregnane X receptor (PXR) activation by small molecules, qHTS assay; assay_type=Confirmatory; activity_name=Potency; target_accession=ADZ17384"
TRHR,7201,naphthalene,CTD:C031721; PubChem CID:931; ChEMBL:CHEMBL16293,Tier C,bioassay activity,Homo sapiens,,Inactive,,,,,,PubChem-AID:1347030,PubChem BioAssay,assay_name=Thyrotropin-releasing hormone receptor (TRHR) small molecule agonists: Summary; assay_type=Summary; activity_name=; target_accession=P34981
TRHR,7201,naphthalene,CTD:C031721; PubChem CID:931; ChEMBL:CHEMBL16293,Tier C,bioassay activity,Homo sapiens,,Inactive,,,,,,PubChem-AID:1347030,PubChem BioAssay,assay_name=Thyrotropin-releasing hormone receptor (TRHR) small molecule agonists: Summary; assay_type=Summary; activity_name=; target_accession=P34981
PGR,5241,naphthalene,CTD:C031721; PubChem CID:931; ChEMBL:CHEMBL16293,Tier C,bioassay activity,Homo sapiens,,Inconclusive,,,,,,PubChem-AID:1347031,PubChem BioAssay,"assay_name=Progesterone receptor (PR) small molecule antagonists, qHTS assay: Summary; assay_type=Summary; activity_name=; target_accession=ABB72139"
PGR,5241,naphthalene,CTD:C031721; PubChem CID:931; ChEMBL:CHEMBL16293,Tier C,bioassay activity,Homo sapiens,,Inactive,,,,,,PubChem-AID:1347031,PubChem BioAssay,"assay_name=Progesterone receptor (PR) small molecule antagonists, qHTS assay: Summary; assay_type=Summary; activity_name=; target_accession=ABB72139"
SMAD2,4087,naphthalene,CTD:C031721; PubChem CID:931; ChEMBL:CHEMBL16293,Tier C,bioassay activity,Homo sapiens,,Inactive,,,,,,PubChem-AID:1347032,PubChem BioAssay,"assay_name=TGF-beta/Smad small molecule antagonists, qHTS assay: Summary; assay_type=Summary; activity_name=; target_accession=AAH14840"
SMAD3,4088,naphthalene,CTD:C031721; PubChem CID:931; ChEMBL:CHEMBL16293,Tier C,bioassay activity,Homo sapiens,,Inactive,,,,,,PubChem-AID:1347032,PubChem BioAssay,"assay_name=TGF-beta/Smad small molecule antagonists, qHTS assay: Summary; assay_type=Summary; activity_name=; target_accession=AAH50743"
SMAD2,4087,naphthalene,CTD:C031721; PubChem CID:931; ChEMBL:CHEMBL16293,Tier C,bioassay activity,Homo sapiens,,Inactive,,,,,,PubChem-AID:1347032,PubChem BioAssay,"assay_name=TGF-beta/Smad small molecule antagonists, qHTS assay: Summary; assay_type=Summary; activity_name=; target_accession=AAH14840"
SMAD3,4088,naphthalene,CTD:C031721; PubChem CID:931; ChEMBL:CHEMBL16293,Tier C,bioassay activity,Homo sapiens,,Inactive,,,,,,PubChem-AID:1347032,PubChem BioAssay,"assay_name=TGF-beta/Smad small molecule antagonists, qHTS assay: Summary; assay_type=Summary; activity_name=; target_accession=AAH50743"
CASP7,840,naphthalene,CTD:C031721; PubChem CID:931; ChEMBL:CHEMBL16293,Tier C,bioassay activity,Homo sapiens,,Inactive,,,,,,PubChem-AID:1347034,PubChem BioAssay,"assay_name=Caspase-3/7 induction in HepG2 cells by small molecules, qHTS assay: Summary; assay_type=Summary; activity_name=; target_accession=AAP35329"
CASP3,836,naphthalene,CTD:C031721; PubChem CID:931; ChEMBL:CHEMBL16293,Tier C,bioassay activity,Homo sapiens,,Inactive,,,,,,PubChem-AID:1347034,PubChem BioAssay,"assay_name=Caspase-3/7 induction in HepG2 cells by small molecules, qHTS assay: Summary; assay_type=Summary; activity_name=; target_accession=CAC88866"
