soma_joinid,organism,category,label,ontology_term_id,total_cell_count,unique_cell_count
365,homo_sapiens,cell_type,immature B cell,CL:0000816,26613,19136
366,homo_sapiens,cell_type,precursor B cell,CL:0000817,50689,44410
367,homo_sapiens,cell_type,transitional stage B cell,CL:0000818,151369,116856
368,homo_sapiens,cell_type,B-1 B cell,CL:0000819,16957,5002
369,homo_sapiens,cell_type,B-1a B cell,CL:0000820,558,279
370,homo_sapiens,cell_type,B-1b B cell,CL:0000821,1110,555
371,homo_sapiens,cell_type,B-2 B cell,CL:0000822,53069,16370
372,homo_sapiens,cell_type,immature natural killer cell,CL:0000823,26,26
373,homo_sapiens,cell_type,pro-B cell,CL:0000826,54655,29042
374,homo_sapiens,cell_type,pro-T cell,CL:0000827,12409,12337
375,homo_sapiens,cell_type,neutrophil progenitor cell,CL:0000834,3105,1360
376,homo_sapiens,cell_type,promyelocyte,CL:0000836,13278,4195
377,homo_sapiens,cell_type,hematopoietic multipotent progenitor cell,CL:0000837,436110,419809
378,homo_sapiens,cell_type,lymphoid lineage restricted progenitor cell,CL:0000838,11891,11891
379,homo_sapiens,cell_type,myeloid lineage restricted progenitor cell,CL:0000839,4282,4158
380,homo_sapiens,cell_type,mature conventional dendritic cell,CL:0000841,5166,1717
381,homo_sapiens,cell_type,mononuclear leukocyte,CL:0000842,242,242
382,homo_sapiens,cell_type,follicular B cell,CL:0000843,22829,19039
383,homo_sapiens,cell_type,germinal center B cell,CL:0000844,112875,37379
384,homo_sapiens,cell_type,vestibular dark cell,CL:0000846,147,49
385,homo_sapiens,cell_type,serotonergic neuron,CL:0000850,1094,547
386,homo_sapiens,cell_type,classical monocyte,CL:0000860,1799419,1206818
387,homo_sapiens,cell_type,elicited macrophage,CL:0000861,116551,81496
388,homo_sapiens,cell_type,inflammatory macrophage,CL:0000863,33983,13644
389,homo_sapiens,cell_type,tissue-resident macrophage,CL:0000864,4065,1355
390,homo_sapiens,cell_type,gastrointestinal tract (lamina propria) macrophage,CL:0000865,164642,10711
391,homo_sapiens,cell_type,secondary lymphoid organ macrophage,CL:0000867,4633,4554
392,homo_sapiens,cell_type,non-classical monocyte,CL:0000875,305924,197118
393,homo_sapiens,cell_type,central nervous system macrophage,CL:0000878,394390,209669
394,homo_sapiens,cell_type,meningeal macrophage,CL:0000879,2681,1642
395,homo_sapiens,cell_type,choroid plexus macrophage,CL:0000880,612,306
396,homo_sapiens,cell_type,perivascular macrophage,CL:0000881,25519,21788
397,homo_sapiens,cell_type,mucosa-associated lymphoid tissue macrophage,CL:0000884,9530,4765
398,homo_sapiens,cell_type,alternatively activated macrophage,CL:0000890,28013,18954
399,homo_sapiens,cell_type,thymocyte,CL:0000893,77572,69715
400,homo_sapiens,cell_type,"naive thymus-derived CD4-positive, alpha-beta T cell",CL:0000895,5127570,3858041
401,homo_sapiens,cell_type,"activated CD4-positive, alpha-beta T cell",CL:0000896,52512,25504
402,homo_sapiens,cell_type,"CD4-positive, alpha-beta memory T cell",CL:0000897,733219,475312
403,homo_sapiens,cell_type,naive T cell,CL:0000898,67628,38255
404,homo_sapiens,cell_type,T-helper 17 cell,CL:0000899,101036,24167
405,homo_sapiens,cell_type,"naive thymus-derived CD8-positive, alpha-beta T cell",CL:0000900,1623383,1201305
406,homo_sapiens,cell_type,natural T-regulatory cell,CL:0000903,13632,7117
407,homo_sapiens,cell_type,"central memory CD4-positive, alpha-beta T cell",CL:0000904,2962416,2230236
408,homo_sapiens,cell_type,"effector memory CD4-positive, alpha-beta T cell",CL:0000905,1714211,1276259
409,homo_sapiens,cell_type,"activated CD8-positive, alpha-beta T cell",CL:0000906,46803,27549
410,homo_sapiens,cell_type,"central memory CD8-positive, alpha-beta T cell",CL:0000907,384738,298867
411,homo_sapiens,cell_type,"CD8-positive, alpha-beta memory T cell",CL:0000909,724285,317298
412,homo_sapiens,cell_type,cytotoxic T cell,CL:0000910,76254,34139
413,homo_sapiens,cell_type,effector T cell,CL:0000911,554,0
414,homo_sapiens,cell_type,helper T cell,CL:0000912,81752,64534
415,homo_sapiens,cell_type,"effector memory CD8-positive, alpha-beta T cell",CL:0000913,2252208,1638121
416,homo_sapiens,cell_type,immature NK T cell,CL:0000914,5258,2629
417,homo_sapiens,cell_type,"CD8-alpha-alpha-positive, alpha-beta intraepithelial T cell",CL:0000915,25731,9527
418,homo_sapiens,cell_type,Tc1 cell,CL:0000917,13863,1408
419,homo_sapiens,cell_type,"CD8-positive, CD28-negative, alpha-beta regulatory T cell",CL:0000920,8377,8377
420,homo_sapiens,cell_type,type I NK T cell,CL:0000921,5759,5636
421,homo_sapiens,cell_type,type II NK T cell,CL:0000922,147,0
422,homo_sapiens,cell_type,activated type II NK T cell,CL:0000931,11572,11572
423,homo_sapiens,cell_type,"CD4-positive, alpha-beta cytotoxic T cell",CL:0000934,71166,46415
424,homo_sapiens,cell_type,"CD4-negative, CD8-negative, alpha-beta intraepithelial T cell",CL:0000935,755,728
425,homo_sapiens,cell_type,early lymphoid progenitor,CL:0000936,11633,3249
426,homo_sapiens,cell_type,pre-natural killer cell,CL:0000937,39,39
427,homo_sapiens,cell_type,"CD16-negative, CD56-bright natural killer cell, human",CL:0000938,292823,176640
428,homo_sapiens,cell_type,"CD16-positive, CD56-dim natural killer cell, human",CL:0000939,2082015,1450374
429,homo_sapiens,cell_type,mucosal invariant T cell,CL:0000940,657735,482717
430,homo_sapiens,cell_type,lymphocyte of B lineage,CL:0000945,1170,585
431,homo_sapiens,cell_type,antibody secreting cell,CL:0000946,619,619
432,homo_sapiens,cell_type,small pre-B-II cell,CL:0000954,27888,4833
433,homo_sapiens,cell_type,pre-B-I cell,CL:0000956,1084,542
434,homo_sapiens,cell_type,large pre-B-II cell,CL:0000957,39058,8456
435,homo_sapiens,cell_type,Be cell,CL:0000968,101981,81115
436,homo_sapiens,cell_type,unswitched memory B cell,CL:0000970,23812,10309
437,homo_sapiens,cell_type,class switched memory B cell,CL:0000972,35910,19556
438,homo_sapiens,cell_type,IgG memory B cell,CL:0000979,2048,2048
439,homo_sapiens,cell_type,plasmablast,CL:0000980,92685,61075
440,homo_sapiens,cell_type,IgG plasmablast,CL:0000982,4242,1107
441,homo_sapiens,cell_type,IgA plasmablast,CL:0000984,3562,956
442,homo_sapiens,cell_type,IgG plasma cell,CL:0000985,171116,66514
443,homo_sapiens,cell_type,IgM plasma cell,CL:0000986,33490,11746
444,homo_sapiens,cell_type,IgA plasma cell,CL:0000987,462225,146196
445,homo_sapiens,cell_type,hematopoietic cell,CL:0000988,34675,32930
446,homo_sapiens,cell_type,conventional dendritic cell,CL:0000990,282443,159778
447,homo_sapiens,cell_type,"CD34-positive, CD38-negative hematopoietic stem cell",CL:0001024,2238,2238
448,homo_sapiens,cell_type,common dendritic progenitor,CL:0001029,3522,2968
449,homo_sapiens,cell_type,cerebellar granule cell,CL:0001031,80865,73584
450,homo_sapiens,cell_type,hippocampal granule cell,CL:0001033,109995,34220
451,homo_sapiens,cell_type,cell in vitro,CL:0001034,118672,118672
452,homo_sapiens,cell_type,T-helper 22 cell,CL:0001042,18379,18379
453,homo_sapiens,cell_type,"activated CD4-positive, alpha-beta T cell, human",CL:0001043,14331,9266
454,homo_sapiens,cell_type,"effector CD4-positive, alpha-beta T cell",CL:0001044,64055,56638
455,homo_sapiens,cell_type,memory CCR4-positive regulatory T cell,CL:0001046,24981,19820
456,homo_sapiens,cell_type,"CD4-positive, CD25-positive, CCR4-positive, alpha-beta regulatory T cell",CL:0001047,39604,15872
457,homo_sapiens,cell_type,"activated CD8-positive, alpha-beta T cell, human",CL:0001049,6638,5698
458,homo_sapiens,cell_type,"effector CD8-positive, alpha-beta T cell",CL:0001050,106235,77613
459,homo_sapiens,cell_type,CD14-positive monocyte,CL:0001054,968638,706918
460,homo_sapiens,cell_type,"CD14-positive, CD16-low monocyte",CL:0001055,4683,2494
461,homo_sapiens,cell_type,"dendritic cell, human",CL:0001056,25317,15938
462,homo_sapiens,cell_type,"myeloid dendritic cell, human",CL:0001057,11079,10705
463,homo_sapiens,cell_type,"plasmacytoid dendritic cell, human",CL:0001058,23910,16592
464,homo_sapiens,cell_type,abnormal cell,CL:0001061,46887,46887
465,homo_sapiens,cell_type,"effector memory CD8-positive, alpha-beta T cell, terminally differentiated",CL:0001062,167278,57045
466,homo_sapiens,cell_type,neoplastic cell,CL:0001063,124743,124743
467,homo_sapiens,cell_type,malignant cell,CL:0001064,2282673,1724547
468,homo_sapiens,cell_type,innate lymphoid cell,CL:0001065,83166,54429
469,homo_sapiens,cell_type,"erythroid progenitor cell, mammalian",CL:0001066,773,773
470,homo_sapiens,cell_type,group 1 innate lymphoid cell,CL:0001067,22031,11358
471,homo_sapiens,cell_type,group 2 innate lymphoid cell,CL:0001069,7844,3269
472,homo_sapiens,cell_type,group 3 innate lymphoid cell,CL:0001071,64765,16275
473,homo_sapiens,cell_type,"CD34-negative, CD117-positive innate lymphoid cell, human",CL:0001072,23970,23970
474,homo_sapiens,cell_type,"CD34-positive, CD56-positive, CD117-positive common innate lymphoid precursor, human",CL:0001074,555,417
475,homo_sapiens,cell_type,"NKp46-positive innate lymphoid cell, human",CL:0001076,16978,0
476,homo_sapiens,cell_type,"ILC1, human",CL:0001077,776,776
477,homo_sapiens,cell_type,"group 3 innate lymphoid cell, human",CL:0001078,89416,85840
478,homo_sapiens,cell_type,"NKp44-positive group 3 innate lymphoid cell, human",CL:0001079,611,596
479,homo_sapiens,cell_type,"NKp44-negative group 3 innate lymphoid cell, human",CL:0001080,739,685
480,homo_sapiens,cell_type,"group 2 innate lymphoid cell, human",CL:0001081,93,93
481,homo_sapiens,cell_type,immature innate lymphoid cell,CL:0001082,53418,49576
482,homo_sapiens,cell_type,"effector memory CD4-positive, alpha-beta T cell, terminally differentiated",CL:0001087,16366,8888
483,homo_sapiens,cell_type,"CD8-positive, alpha-beta memory T cell, CD45RO-positive",CL:0001203,36335,23398
484,homo_sapiens,cell_type,macrophage dendritic cell progenitor,CL:0002009,31,31
485,homo_sapiens,cell_type,pre-conventional dendritic cell,CL:0002010,5296,4727
486,homo_sapiens,cell_type,basophil mast progenitor cell,CL:0002028,3276,3129
487,homo_sapiens,cell_type,hematopoietic oligopotent progenitor cell,CL:0002032,6718,6718
488,homo_sapiens,cell_type,T follicular helper cell,CL:0002038,229111,96536
489,homo_sapiens,cell_type,fraction A pre-pro B cell,CL:0002045,22456,8170
490,homo_sapiens,cell_type,early pro-B cell,CL:0002046,32723,32454
491,homo_sapiens,cell_type,late pro-B cell,CL:0002048,27585,7763
492,homo_sapiens,cell_type,"CD22-positive, CD38-low small pre-B cell",CL:0002053,2412,276
493,homo_sapiens,cell_type,"CD14-positive, CD16-negative classical monocyte",CL:0002057,2898378,2370421
494,homo_sapiens,cell_type,pulmonary alveolar type 1 cell,CL:0002062,294188,210256
495,homo_sapiens,cell_type,pulmonary alveolar type 2 cell,CL:0002063,849280,452439
496,homo_sapiens,cell_type,pancreatic acinar cell,CL:0002064,114659,99936
497,homo_sapiens,cell_type,type A enteroendocrine cell,CL:0002067,998,998
498,homo_sapiens,cell_type,enterocyte of epithelium of large intestine,CL:0002071,43665,6583
499,homo_sapiens,cell_type,brush cell of tracheobronchial tree,CL:0002075,5431,5014
500,homo_sapiens,cell_type,pancreatic ductal cell,CL:0002079,76781,68338
501,homo_sapiens,cell_type,interstitial cell of Cajal,CL:0002088,40677,18738
502,homo_sapiens,cell_type,bone marrow cell,CL:0002092,73,37
503,homo_sapiens,cell_type,interstitial cell of ovary,CL:0002094,49910,24823
504,homo_sapiens,cell_type,cortical cell of adrenal gland,CL:0002097,429643,348544
505,homo_sapiens,cell_type,CD38-negative naive B cell,CL:0002102,12838,0
506,homo_sapiens,cell_type,IgG-negative class switched memory B cell,CL:0002117,4345,4345
507,homo_sapiens,cell_type,regular atrial cardiac myocyte,CL:0002129,215736,120086
508,homo_sapiens,cell_type,regular ventricular cardiac myocyte,CL:0002131,723852,312004
509,homo_sapiens,cell_type,stromal cell of ovary,CL:0002132,168408,98402
510,homo_sapiens,cell_type,endothelial cell of lymphatic vessel,CL:0002138,239312,117591
511,homo_sapiens,cell_type,endothelial cell of vascular tree,CL:0002139,232356,164505
512,homo_sapiens,cell_type,capillary endothelial cell,CL:0002144,713475,272780
513,homo_sapiens,cell_type,multiciliated columnar cell of tracheobronchial tree,CL:0002145,165381,121281
514,homo_sapiens,cell_type,epithelial cell of uterus,CL:0002149,4251,1417
515,homo_sapiens,cell_type,late promyelocyte,CL:0002151,2079,2079
516,homo_sapiens,cell_type,early promyelocyte,CL:0002154,6528,6528
517,homo_sapiens,cell_type,endosteal cell,CL:0002157,54,54
518,homo_sapiens,cell_type,epithelial cell of stomach,CL:0002178,12980,12980
519,homo_sapiens,cell_type,foveolar cell of stomach,CL:0002179,152102,45999
520,homo_sapiens,cell_type,mucous cell of stomach,CL:0002180,1375,1375
521,homo_sapiens,cell_type,mucous neck cell of gastric gland,CL:0002181,96215,27434
522,homo_sapiens,cell_type,basal cell of epidermis,CL:0002187,39429,37931
523,homo_sapiens,cell_type,glomerular endothelial cell,CL:0002188,1866,622
524,homo_sapiens,cell_type,granular cell of epidermis,CL:0002189,281,235
525,homo_sapiens,cell_type,metamyelocyte,CL:0002192,412,206
526,homo_sapiens,cell_type,myelocyte,CL:0002193,12234,9045
527,homo_sapiens,cell_type,renal beta-intercalated cell,CL:0002201,4020,1831
528,homo_sapiens,cell_type,tuft cell,CL:0002204,5484,4878
529,homo_sapiens,cell_type,brush cell of trachea,CL:0002207,61,61
530,homo_sapiens,cell_type,type I muscle cell,CL:0002211,138591,47932
531,homo_sapiens,cell_type,type II muscle cell,CL:0002212,100598,35891
532,homo_sapiens,cell_type,anterior lens cell,CL:0002223,6160,6160
533,homo_sapiens,cell_type,lens epithelial cell,CL:0002224,5276,5276
534,homo_sapiens,cell_type,secondary lens fiber,CL:0002225,1677,1677
535,homo_sapiens,cell_type,epithelial cell of prostate,CL:0002231,10917,7752
536,homo_sapiens,cell_type,basal epithelial cell of prostatic duct,CL:0002236,7295,7295
537,homo_sapiens,cell_type,pulmonary interstitial fibroblast,CL:0002241,26506,18217
538,homo_sapiens,cell_type,smooth muscle cell of sphincter of pupil,CL:0002243,2221,1286
539,homo_sapiens,cell_type,pluripotent stem cell,CL:0002248,47238,43504
540,homo_sapiens,cell_type,intestinal crypt stem cell,CL:0002250,56719,4452
541,homo_sapiens,cell_type,epithelial cell of esophagus,CL:0002252,56720,28360
542,homo_sapiens,cell_type,epithelial cell of small intestine,CL:0002254,339,339
543,homo_sapiens,cell_type,stromal cell of endometrium,CL:0002255,3494,467
544,homo_sapiens,cell_type,thyroid follicular cell,CL:0002258,7302,7302
545,homo_sapiens,cell_type,neuroepithelial stem cell,CL:0002259,8616,4308
546,homo_sapiens,cell_type,endothelial cell of sinusoid,CL:0002262,592,592
547,homo_sapiens,cell_type,P/D1 enteroendocrine cell,CL:0002268,3532,1179
548,homo_sapiens,cell_type,pancreatic PP cell,CL:0002275,4908,4642
549,homo_sapiens,cell_type,type I enteroendocrine cell,CL:0002277,227,110
550,homo_sapiens,cell_type,GIP cell,CL:0002278,83,74
551,homo_sapiens,cell_type,type L enteroendocrine cell,CL:0002279,1377,1256
552,homo_sapiens,cell_type,type N enteroendocrine cell,CL:0002280,44,10
553,homo_sapiens,cell_type,type X enteroendocrine cell,CL:0002284,2289,607
554,homo_sapiens,cell_type,epithelial cell of thymus,CL:0002293,1972,813
555,homo_sapiens,cell_type,pigmented ciliary epithelial cell,CL:0002303,282877,270381
556,homo_sapiens,cell_type,non-pigmented ciliary epithelial cell,CL:0002304,172828,166913
557,homo_sapiens,cell_type,epithelial cell of distal tubule,CL:0002305,120,55
558,homo_sapiens,cell_type,epithelial cell of proximal tubule,CL:0002306,464517,235234
559,homo_sapiens,cell_type,supporting cell of vestibular epithelium,CL:0002316,810,270
560,homo_sapiens,cell_type,neural cell,CL:0002319,588216,567562
561,homo_sapiens,cell_type,connective tissue cell,CL:0002320,2977,1426
562,homo_sapiens,cell_type,embryonic stem cell,CL:0002322,34,34
563,homo_sapiens,cell_type,basal-myoepithelial cell of mammary gland,CL:0002324,338018,169756
564,homo_sapiens,cell_type,lactocyte,CL:0002325,15973,15973
565,homo_sapiens,cell_type,luminal epithelial cell of mammary gland,CL:0002326,339335,192946
566,homo_sapiens,cell_type,mammary gland epithelial cell,CL:0002327,103081,53432
567,homo_sapiens,cell_type,bronchial epithelial cell,CL:0002328,693,693
568,homo_sapiens,cell_type,basal epithelial cell of tracheobronchial tree,CL:0002329,8145,8145
569,homo_sapiens,cell_type,multiciliated epithelial cell of the bronchus,CL:0002332,159,159
570,homo_sapiens,cell_type,preadipocyte,CL:0002334,104964,52482
571,homo_sapiens,cell_type,"CD56-positive, CD161-positive immature natural killer cell, human",CL:0002338,1108,0
572,homo_sapiens,cell_type,luminal cell of prostate epithelium,CL:0002340,69152,32099
573,homo_sapiens,cell_type,basal cell of prostate epithelium,CL:0002341,155449,41474
574,homo_sapiens,cell_type,"decidual natural killer cell, human",CL:0002343,38636,38636
575,homo_sapiens,cell_type,endocardial cell,CL:0002350,193882,187272
576,homo_sapiens,cell_type,progenitor cell of endocrine pancreas,CL:0002351,336,60
577,homo_sapiens,cell_type,primitive red blood cell,CL:0002355,12205,11900
578,homo_sapiens,cell_type,cerebellar granule cell precursor,CL:0002362,5391,5391
579,homo_sapiens,cell_type,keratocyte,CL:0002363,333395,223748
580,homo_sapiens,cell_type,cortical thymic epithelial cell,CL:0002364,37717,18286
581,homo_sapiens,cell_type,medullary thymic epithelial cell,CL:0002365,16371,7236
582,homo_sapiens,cell_type,myometrial cell,CL:0002366,2751,917
583,homo_sapiens,cell_type,trabecular meshwork cell,CL:0002367,112252,109432
584,homo_sapiens,cell_type,respiratory tract epithelial cell,CL:0002368,25280,22434
585,homo_sapiens,cell_type,respiratory tract goblet cell,CL:0002370,4688,2585
586,homo_sapiens,cell_type,Schwann cell precursor,CL:0002375,5652,3306
587,homo_sapiens,cell_type,non-myelinating Schwann cell,CL:0002376,52612,29820
588,homo_sapiens,cell_type,immature Schwann cell,CL:0002377,66,33
589,homo_sapiens,cell_type,intermediate monocyte,CL:0002393,139483,103330
590,homo_sapiens,cell_type,CD141-positive myeloid dendritic cell,CL:0002394,11919,8316
591,homo_sapiens,cell_type,"CD14-low, CD16-positive monocyte",CL:0002396,601112,454470
592,homo_sapiens,cell_type,"CD14-positive, CD16-positive monocyte",CL:0002397,30103,24527
593,homo_sapiens,cell_type,CD1c-positive myeloid dendritic cell,CL:0002399,274477,185622
594,homo_sapiens,cell_type,pancreatic stellate cell,CL:0002410,17463,16143
595,homo_sapiens,cell_type,mature T cell,CL:0002419,156292,101595
596,homo_sapiens,cell_type,immature T cell,CL:0002420,216,108
597,homo_sapiens,cell_type,enucleated reticulocyte,CL:0002422,304,304
598,homo_sapiens,cell_type,early T lineage precursor,CL:0002425,1770,1013
599,homo_sapiens,cell_type,oligodendrocyte precursor cell,CL:0002453,1394354,930118
600,homo_sapiens,cell_type,epidermal Langerhans cell,CL:0002457,48,48
601,homo_sapiens,cell_type,MHC-II-positive classical monocyte,CL:0002470,1362,1362
602,homo_sapiens,cell_type,nasal mucosa goblet cell,CL:0002480,114211,77436
603,homo_sapiens,cell_type,peritubular myoid cell,CL:0002481,201,67
604,homo_sapiens,cell_type,trophoblast giant cell,CL:0002488,1551,1221
