GeneCards_Rank,GeneSymbol,GeneName,GeneType,RelevanceScore,KnowledgeScore
"1381","PGR-AS1","PGR Antisense RNA 1","RNA Gene","5.6","52"
"1382","INSR","Insulin Receptor","Protein Coding","5.6","100"
"1383","LOC129933695","ATAC-STARR-Seq Lymphoblastoid Active Region 15732","Functional Element","5.6","52"
"1384","PON1","Paraoxonase 1","Protein Coding","5.5","86"
"1385","UGT1A8","UDP Glucuronosyltransferase Family 1 Member A8","Protein Coding","5.5","89"
"1386","SNORD118","Small Nucleolar RNA, C/D Box 118","RNA Gene","5.5","62"
"1387","ERCC4","ERCC Excision Repair 4, Endonuclease Catalytic Subunit","Protein Coding","5.5","98"
"1388","MIR379","MicroRNA 379","RNA Gene","5.5","59"
"1389","PPP2R1B","Protein Phosphatase 2 Scaffold Subunit Abeta","Protein Coding","5.5","86"
"1390","TMPRSS4","Transmembrane Serine Protease 4","Protein Coding","5.5","74"
"1391","SDHAF2","Succinate Dehydrogenase Complex Assembly Factor 2","Protein Coding","5.5","82"
"1392","XPC","XPC Complex Subunit, DNA Damage Recognition And Repair Factor","Protein Coding","5.5","100"
"1393","AMACR","Alpha-Methylacyl-CoA Racemase","Protein Coding","5.5","88"
"1394","IFI27","Interferon Alpha Inducible Protein 27","Protein Coding","5.5","70"
"1395","PTBP1","Polypyrimidine Tract Binding Protein 1","Protein Coding","5.5","90"
"1396","KMT2D","Lysine Methyltransferase 2D","Protein Coding","5.5","100"
"1397","VEGFB","Vascular Endothelial Growth Factor B","Protein Coding","5.4","84"
"1398","NEUROG1","Neurogenin 1","Protein Coding","5.4","65"
"1399","IRF5","Interferon Regulatory Factor 5","Protein Coding","5.4","88"
"1400","AXL","AXL Receptor Tyrosine Kinase","Protein Coding","5.4","100"
"1401","UGT1A","UDP Glucuronosyltransferase Family 1 Member A Complex Locus","Protein Coding","5.4","42"
"1402","CD80","CD80 Molecule","Protein Coding","5.4","90"
"1403","TMX2-CTNND1","TMX2-CTNND1 Readthrough (NMD Candidate)","Protein Coding","5.4","44"
"1404","MAX","MYC Associated Transcriptional Regulator X","Protein Coding","5.4","100"
"1405","TPBG","Trophoblast Glycoprotein","Protein Coding","5.3","68"
"1406","CDKN1C","Cyclin Dependent Kinase Inhibitor 1C","Protein Coding","5.3","94"
"1407","UGT1A10","UDP Glucuronosyltransferase Family 1 Member A10","Protein Coding","5.3","88"
"1408","HLA-B","Major Histocompatibility Complex, Class I, B","Protein Coding","5.3","96"
"1409","EPM2AIP1","EPM2A Interacting Protein 1","Protein Coding","5.3","56"
"1410","USP28","Ubiquitin Specific Peptidase 28","Protein Coding","5.3","76"
"1411","PSMA7","Proteasome 20S Subunit Alpha 7","Protein Coding","5.3","87"
"1412","CUL4B","Cullin 4B","Protein Coding","5.3","94"
"1413","DDX53","DEAD-Box Helicase 53","Protein Coding","5.3","58"
"1414","AFAP1","Actin Filament Associated Protein 1","Protein Coding","5.2","67"
"1415","SH2B3","SH2B Adaptor Protein 3","Protein Coding","5.2","95"
"1416","REG4","Regenerating Family Member 4","Protein Coding","5.2","61"
"1417","MIR196A2","MicroRNA 196a-2","RNA Gene","5.2","59"
"1418","ATP7A","ATPase Copper Transporting Alpha","Protein Coding","5.2","97"
"1419","COX5A","Cytochrome C Oxidase Subunit 5A","Protein Coding","5.2","80"
"1420","GUCA2B","Guanylate Cyclase Activator 2B","Protein Coding","5.2","61"
"1421","PKHD1","PKHD1 Ciliary IPT Domain Containing Fibrocystin/Polyductin","Protein Coding","5.2","84"
"1422","MIR146B","MicroRNA 146b","RNA Gene","5.2","61"
"1423","BTK","Bruton Tyrosine Kinase","Protein Coding","5.2","100"
"1424","APBA1","Amyloid Beta Precursor Protein Binding Family A Member 1","Protein Coding","5.1","81"
"1425","ABCG1","ATP Binding Cassette Subfamily G Member 1","Protein Coding","5.1","87"
"1426","MIR520G","MicroRNA 520g","RNA Gene","5.1","55"
"1427","CYP3A5","Cytochrome P450 Family 3 Subfamily A Member 5","Protein Coding","5.1","90"
"1428","FDXR","Ferredoxin Reductase","Protein Coding","5.1","90"
"1429","HOXB13","Homeobox B13","Protein Coding","5.1","84"
"1430","AOPEP","Aminopeptidase O (Putative)","Protein Coding","5.1","78"
"1431","ERCC6","ERCC Excision Repair 6, Chromatin Remodeling Factor","Protein Coding","5.1","100"
"1432","ERCC3","ERCC Excision Repair 3, TFIIH Core Complex Helicase Subunit","Protein Coding","5.1","100"
"1433","FGF3","Fibroblast Growth Factor 3","Protein Coding","5.0","87"
"1434","GSTA1","Glutathione S-Transferase Alpha 1","Protein Coding","5.0","84"
"1435","REEP5","Receptor Accessory Protein 5","Protein Coding","5.0","65"
"1436","IKZF1","IKAROS Family Zinc Finger 1","Protein Coding","5.0","99"
"1437","MIR498","MicroRNA 498","RNA Gene","5.0","57"
"1438","EPDR1","Ependymin Related 1","Protein Coding","5.0","56"
"1439","TMEM127","Transmembrane Protein 127","Protein Coding","5.0","70"
"1440","ABL1","ABL Proto-Oncogene 1, Non-Receptor Tyrosine Kinase","Protein Coding","4.9","100"
"1441","ABRAXAS1","Abraxas 1, BRCA1 A Complex Subunit","Protein Coding","4.9","87"
"1442","LIG1","DNA Ligase 1","Protein Coding","4.9","100"
"1443","NTRK3","Neurotrophic Receptor Tyrosine Kinase 3","Protein Coding","4.9","99"
"1444","MIR320E","MicroRNA 320e","RNA Gene","4.9","56"
"1445","DUSP6","Dual Specificity Phosphatase 6","Protein Coding","4.9","93"
"1446","EGFL7","EGF Like Domain Multiple 7","Protein Coding","4.9","69"
"1447","ABCC4","ATP Binding Cassette Subfamily C Member 4 (PEL Blood Group)","Protein Coding","4.9","93"
"1448","SNTB1","Syntrophin Beta 1","Protein Coding","4.9","75"
"1449","HCCAT5","Hepatocellular Carcinoma Associated Transcript 5","RNA Gene","4.9","51"
"1450","LOC130062899","ATAC-STARR-Seq Lymphoblastoid Active Region 13597","Functional Element","4.9","60"
"1451","XPA","XPA, DNA Damage Recognition And Repair Factor","Protein Coding","4.9","93"
"1452","GGH","Gamma-Glutamyl Hydrolase","Protein Coding","4.9","77"
"1453","PHLPP1","PH Domain And Leucine Rich Repeat Protein Phosphatase 1","Protein Coding","4.9","79"
"1454","ZNF148","Zinc Finger Protein 148","Protein Coding","4.9","79"
"1455","MIR100","MicroRNA 100","RNA Gene","4.9","62"
"1456","SNORD44","Small Nucleolar RNA, C/D Box 44","RNA Gene","4.9","51"
"1457","RHPN2","Rhophilin Rho GTPase Binding Protein 2","Protein Coding","4.8","69"
"1458","SLC16A7","Solute Carrier Family 16 Member 7","Protein Coding","4.8","79"
"1459","SLC22A5","Solute Carrier Family 22 Member 5","Protein Coding","4.8","97"
"1460","MT-ND1","Mitochondrially Encoded NADH:Ubiquinone Oxidoreductase Core Subunit 1","Protein Coding","4.8","83"
"1461","STK4","Serine/Threonine Kinase 4","Protein Coding","4.8","97"
"1462","PWAR1","Prader Willi/Angelman Region RNA 1","RNA Gene","4.8","48"
"1463","PTGER2","Prostaglandin E Receptor 2","Protein Coding","4.8","80"
"1464","MIR335","MicroRNA 335","RNA Gene","4.8","57"
"1465","TNFRSF9","TNF Receptor Superfamily Member 9","Protein Coding","4.8","85"
"1466","NNT-AS1","NNT Antisense RNA 1","RNA Gene","4.8","51"
"1467","HUWE1","HECT, UBA And WWE Domain Containing E3 Ubiquitin Protein Ligase 1","Protein Coding","4.8","95"
"1468","MIR124-3","MicroRNA 124-3","RNA Gene","4.8","59"
"1469","NF2","NF2, Moesin-Ezrin-Radixin Like (MERLIN) Tumor Suppressor","Protein Coding","4.8","100"
"1470","KCNQ1","Potassium Voltage-Gated Channel Subfamily Q Member 1","Protein Coding","4.8","100"
"1471","DCBLD1","Discoidin, CUB And LCCL Domain Containing 1","Protein Coding","4.8","55"
"1472","RMI1","RecQ Mediated Genome Instability 1","Protein Coding","4.7","77"
"1473","CCR6","C-C Motif Chemokine Receptor 6","Protein Coding","4.7","83"
"1474","MIR4689","MicroRNA 4689","RNA Gene","4.7","55"
"1475","EHMT2","Euchromatic Histone Lysine Methyltransferase 2","Protein Coding","4.7","94"
"1476","PIK3R3","Phosphoinositide-3-Kinase Regulatory Subunit 3","Protein Coding","4.7","90"
"1477","ZNRF3","Zinc And Ring Finger 3","Protein Coding","4.7","75"
"1478","CYP2C19","Cytochrome P450 Family 2 Subfamily C Member 19","Protein Coding","4.7","92"
"1479","SOD1","Superoxide Dismutase 1","Protein Coding","4.7","100"
"1480","APC2","APC Regulator Of Wnt Signaling Pathway 2","Protein Coding","4.7","90"
"1481","AKAP9","A-Kinase Anchoring Protein 9","Protein Coding","4.7","95"
"1482","CLCA2","Chloride Channel Accessory 2","Protein Coding","4.7","70"
"1483","PRKAA1","Protein Kinase AMP-Activated Catalytic Subunit Alpha 1","Protein Coding","4.7","91"
"1484","CHFR","Checkpoint With Forkhead And Ring Finger Domains","Protein Coding","4.7","69"
"1485","TFF2","Trefoil Factor 2","Protein Coding","4.7","61"
"1486","VHL","Von Hippel-Lindau Tumor Suppressor","Protein Coding","4.7","100"
"1487","SGPP1","Sphingosine-1-Phosphate Phosphatase 1","Protein Coding","4.7","68"
"1488","MIR381","MicroRNA 381","RNA Gene","4.7","56"
"1489","FOXF1","Forkhead Box F1","Protein Coding","4.7","86"
"1490","HSPD1","Heat Shock Protein Family D (Hsp60) Member 1","Protein Coding","4.6","100"
"1491","MAP3K6","Mitogen-Activated Protein Kinase Kinase Kinase 6","Protein Coding","4.6","83"
"1492","NOTCH4","Notch Receptor 4","Protein Coding","4.6","99"
"1493","CYP19A1","Cytochrome P450 Family 19 Subfamily A Member 1","Protein Coding","4.6","100"
"1494","PTPRC","Protein Tyrosine Phosphatase Receptor Type C","Protein Coding","4.6","100"
"1495","KISS1","KiSS-1 Metastasis Suppressor","Protein Coding","4.6","72"
"1496","MIR559","MicroRNA 559","RNA Gene","4.6","52"
"1497","FANCD2","FA Complementation Group D2","Protein Coding","4.6","96"
"1498","MIR15A","MicroRNA 15a","RNA Gene","4.6","66"
"1499","USP22","Ubiquitin Specific Peptidase 22","Protein Coding","4.5","74"
"1500","STRAP","Serine/Threonine Kinase Receptor Associated Protein","Protein Coding","4.5","76"
"1501","SHMT2","Serine Hydroxymethyltransferase 2","Protein Coding","4.5","96"
"1502","FANCG","FA Complementation Group G","Protein Coding","4.5","94"
"1503","FOXC2","Forkhead Box C2","Protein Coding","4.5","89"
"1504","RAD51B","RAD51 Paralog B","Protein Coding","4.5","95"
"1505","RNU6-1","RNA, U6 Small Nuclear 1","RNA Gene","4.5","60"
"1506","SYK","Spleen Associated Tyrosine Kinase","Protein Coding","4.5","95"
"1507","CDA","Cytidine Deaminase","Protein Coding","4.5","83"
"1508","LAMC1","Laminin Subunit Gamma 1","Protein Coding","4.5","97"
"1509","ENPP7","Ectonucleotide Pyrophosphatase/Phosphodiesterase 7","Protein Coding","4.5","66"
"1510","HOXB-AS3","HOXB Cluster Antisense RNA 3","RNA Gene","4.5","64"
"1511","MIR222","MicroRNA 222","RNA Gene","4.5","66"
"1512","CTHRC1","Collagen Triple Helix Repeat Containing 1","Protein Coding","4.5","61"
"1513","HR","HR Lysine Demethylase And Nuclear Receptor Corepressor","Protein Coding","4.5","83"
"1514","SGK2","Serum/Glucocorticoid Regulated Kinase 2","Protein Coding","4.5","76"
"1515","ABCC5","ATP Binding Cassette Subfamily C Member 5","Protein Coding","4.5","83"
"1516","RBBP8","RB Binding Protein 8, Endonuclease","Protein Coding","4.5","98"
"1517","MIR99A","MicroRNA 99a","RNA Gene","4.5","58"
"1518","CYP2D6","Cytochrome P450 Family 2 Subfamily D Member 6 (Gene/Pseudogene)","Protein Coding","4.5","99"
"1519","MIR519C","MicroRNA 519c","RNA Gene","4.5","54"
"1520","RNASEL","Ribonuclease L","Protein Coding","4.4","88"
"1521","LRIG1","Leucine Rich Repeats And Immunoglobulin Like Domains 1","Protein Coding","4.4","81"
"1522","GCNT3","Glucosaminyl (N-Acetyl) Transferase 3, Mucin Type","Protein Coding","4.4","65"
"1523","TEK","TEK Receptor Tyrosine Kinase","Protein Coding","4.4","100"
"1524","SATB1","SATB Homeobox 1","Protein Coding","4.4","91"
"1525","UPF1","UPF1 RNA Helicase And ATPase","Protein Coding","4.4","86"
"1526","CHD1","Chromodomain Helicase DNA Binding Protein 1","Protein Coding","4.4","93"
"1527","DCTN5","Dynactin Subunit 5","Protein Coding","4.4","71"
"1528","MRTFA","Myocardin Related Transcription Factor A","Protein Coding","4.4","92"
"1529","CHD8","Chromodomain Helicase DNA Binding Protein 8","Protein Coding","4.4","97"
"1530","CLDN18","Claudin 18","Protein Coding","4.4","71"
"1531","GPX4","Glutathione Peroxidase 4","Protein Coding","4.4","97"
"1532","NUDC","Nuclear Distribution C, Dynein Complex Regulator","Protein Coding","4.4","91"
"1533","NR0B2","Nuclear Receptor Subfamily 0 Group B Member 2","Protein Coding","4.4","86"
"1534","LINC02577","Long Intergenic Non-Protein Coding RNA 2577","RNA Gene","4.4","53"
"1535","SOS1","SOS Ras/Rac Guanine Nucleotide Exchange Factor 1","Protein Coding","4.4","100"
"1536","AKR1B10","Aldo-Keto Reductase Family 1 Member B10","Protein Coding","4.4","73"
"1537","HSPA4","Heat Shock Protein Family A (Hsp70) Member 4","Protein Coding","4.4","83"
"1538","SLC22A2","Solute Carrier Family 22 Member 2","Protein Coding","4.4","82"
"1539","HDAC4","Histone Deacetylase 4","Protein Coding","4.4","100"
"1540","MCM4","Minichromosome Maintenance Complex Component 4","Protein Coding","4.4","98"
"1541","FANCA","FA Complementation Group A","Protein Coding","4.4","96"
"1542","HLA-C","Major Histocompatibility Complex, Class I, C","Protein Coding","4.4","93"
"1543","SETD5","SET Domain Containing 5","Protein Coding","4.4","85"
"1544","CYP2C8","Cytochrome P450 Family 2 Subfamily C Member 8","Protein Coding","4.4","88"
"1545","CDH3","Cadherin 3","Protein Coding","4.4","95"
"1546","NT5E","5'-Nucleotidase Ecto","Protein Coding","4.3","97"
"1547","CD40","CD40 Molecule","Protein Coding","4.3","100"
"1548","ARHGAP11A-SCG5","ARHGAP11A-SCG5 Readthrough","Protein Coding","4.3","44"
"1549","ANGPTL4","Angiopoietin Like 4","Protein Coding","4.3","81"
"1550","NAMPT","Nicotinamide Phosphoribosyltransferase","Protein Coding","4.3","88"
"1551","NSD1","Nuclear Receptor Binding SET Domain Protein 1","Protein Coding","4.3","94"
"1552","SIPA1L1","Signal Induced Proliferation Associated 1 Like 1","Protein Coding","4.3","76"
"1553","MGAT4A","Alpha-1,3-Mannosyl-Glycoprotein 4-Beta-N-Acetylglucosaminyltransferase A","Protein Coding","4.3","74"
"1554","LOC129936471","ATAC-STARR-Seq Lymphoblastoid Active Region 19671","Functional Element","4.3","49"
"1555","GRPR","Gastrin Releasing Peptide Receptor","Protein Coding","4.3","76"
"1556","IL2RB","Interleukin 2 Receptor Subunit Beta","Protein Coding","4.3","100"
"1557","PGR","Progesterone Receptor","Protein Coding","4.3","95"
"1558","STK33","Serine/Threonine Kinase 33","Protein Coding","4.3","73"
"1559","TRC-GCA24-1","TRNA-Cys (GCA) 24-1","RNA Gene","4.3","47"
"1560","LCN2","Lipocalin 2","Protein Coding","4.3","82"
"1561","CCR2","C-C Motif Chemokine Receptor 2","Protein Coding","4.3","90"
"1562","SLC22A3","Solute Carrier Family 22 Member 3","Protein Coding","4.3","80"
"1563","NQO2","N-Ribosyldihydronicotinamide:Quinone Dehydrogenase 2","Protein Coding","4.3","76"
"1564","EML4","EMAP Like 4","Protein Coding","4.3","84"
"1565","TBX3","T-Box Transcription Factor 3","Protein Coding","4.2","90"
"1566","MAP4K4","Mitogen-Activated Protein Kinase Kinase Kinase Kinase 4","Protein Coding","4.2","100"
"1567","S100A8","S100 Calcium Binding Protein A8","Protein Coding","4.2","85"
"1568","MIR429","MicroRNA 429","RNA Gene","4.2","57"
"1569","GLI3","GLI Family Zinc Finger 3","Protein Coding","4.2","99"
"1570","WNT5B","Wnt Family Member 5B","Protein Coding","4.2","75"
"1571","AR","Androgen Receptor","Protein Coding","4.2","100"
"1572","MIR625","MicroRNA 625","RNA Gene","4.2","57"
"1573","TFPI2","Tissue Factor Pathway Inhibitor 2","Protein Coding","4.2","72"
"1574","CTPS1","CTP Synthase 1","Protein Coding","4.2","99"
"1575","RALBP1","RalA Binding Protein 1","Protein Coding","4.2","85"
"1576","APOA1","Apolipoprotein A1","Protein Coding","4.2","100"
"1577","PPP2R1A","Protein Phosphatase 2 Scaffold Subunit Aalpha","Protein Coding","4.2","97"
"1578","RBX1","Ring-Box 1","Protein Coding","4.2","85"
"1579","RPA1","Replication Protein A1","Protein Coding","4.2","91"
"1580","IL1A","Interleukin 1 Alpha","Protein Coding","4.2","87"
"1581","PEBP1","Phosphatidylethanolamine Binding Protein 1","Protein Coding","4.2","78"
"1582","DUSP4","Dual Specificity Phosphatase 4","Protein Coding","4.2","80"
"1583","EIF2B2","Eukaryotic Translation Initiation Factor 2B Subunit Beta","Protein Coding","4.2","90"
"1584","PELI1","Pellino E3 Ubiquitin Protein Ligase 1","Protein Coding","4.2","75"
"1585","SLCO1B3","Solute Carrier Organic Anion Transporter Family Member 1B3","Protein Coding","4.2","97"
"1586","SLX4","SLX4 Structure-Specific Endonuclease Subunit","Protein Coding","4.1","89"
"1587","TSPAN8","Tetraspanin 8","Protein Coding","4.1","63"
"1588","SI","Sucrase-Isomaltase","Protein Coding","4.1","86"
"1589","CEACAM4","CEA Cell Adhesion Molecule 4","Protein Coding","4.1","62"
"1590","PSG2","Pregnancy Specific Beta-1-Glycoprotein 2","Protein Coding","4.1","60"
"1591","SPATA13","Spermatogenesis Associated 13","Protein Coding","4.1","77"
"1592","GJB2","Gap Junction Protein Beta 2","Protein Coding","4.1","89"
"1593","HIPK2","Homeodomain Interacting Protein Kinase 2","Protein Coding","4.1","90"
"1594","CES2","Carboxylesterase 2","Protein Coding","4.1","77"
"1595","ARAF","A-Raf Proto-Oncogene, Serine/Threonine Kinase","Protein Coding","4.1","90"
"1596","STIM1","Stromal Interaction Molecule 1","Protein Coding","4.1","100"
"1597","SOX17","SRY-Box Transcription Factor 17","Protein Coding","4.1","88"
"1598","GPC3","Glypican 3","Protein Coding","4.1","97"
"1599","PBRM1","Polybromo 1","Protein Coding","4.1","95"
"1600","RNASE1","Ribonuclease A Family Member 1, Pancreatic","Protein Coding","4.1","70"
"1601","CBL","Cbl Proto-Oncogene","Protein Coding","4.1","100"
"1602","PAX5","Paired Box 5","Protein Coding","4.1","96"
"1603","RUNX2","RUNX Family Transcription Factor 2","Protein Coding","4.1","100"
"1604","TRIB3","Tribbles Pseudokinase 3","Protein Coding","4.1","82"
"1605","EIF3H","Eukaryotic Translation Initiation Factor 3 Subunit H","Protein Coding","4.1","80"
"1606","LINC01567","Long Intergenic Non-Protein Coding RNA 1567","RNA Gene","4.1","46"
"1607","FAM98A","Family With Sequence Similarity 98 Member A","Protein Coding","4.1","58"
"1608","FOXE1","Forkhead Box E1","Protein Coding","4.1","75"
"1609","HSPH1","Heat Shock Protein Family H (Hsp110) Member 1","Protein Coding","4.1","77"
"1610","METTL14","Methyltransferase 14, N6-Adenosine-Methyltransferase Non-Catalytic Subunit","Protein Coding","4.1","71"
"1611","CSPG4","Chondroitin Sulfate Proteoglycan 4","Protein Coding","4.0","85"
"1612","RAD52","RAD52 DNA Repair Protein","Protein Coding","4.0","82"
"1613","FANCF","FA Complementation Group F","Protein Coding","4.0","79"
"1614","IL36A","Interleukin 36 Alpha","Protein Coding","4.0","64"
"1615","MKNK1","MAPK Interacting Serine/Threonine Kinase 1","Protein Coding","4.0","89"
"1616","HLA-DRA","Major Histocompatibility Complex, Class II, DR Alpha","Protein Coding","4.0","90"
"1617","LEPR","Leptin Receptor","Protein Coding","4.0","99"
"1618","CD70","CD70 Molecule","Protein Coding","4.0","83"
"1619","LOC126807437","MED14-Independent Group 3 Enhancer GRCh37_chr5:79968379-79969578","Functional Element","4.0","58"
"1620","EDN1","Endothelin 1","Protein Coding","4.0","90"
"1621","CYP2A6","Cytochrome P450 Family 2 Subfamily A Member 6","Protein Coding","4.0","87"
"1622","DIS3","DIS3 Exosome Endoribonuclease And 3'-5' Exoribonuclease","Protein Coding","4.0","75"
"1623","PGCKA1","PDCD10 And GCKIII Kinases Associated 1","Protein Coding","4.0","43"
"1624","SIRT2","Sirtuin 2","Protein Coding","4.0","88"
"1625","PLCE1","Phospholipase C Epsilon 1","Protein Coding","4.0","100"
"1626","WNT7B","Wnt Family Member 7B","Protein Coding","4.0","80"
"1627","RPS17","Ribosomal Protein S17","Protein Coding","4.0","86"
"1628","CSF1R","Colony Stimulating Factor 1 Receptor","Protein Coding","4.0","100"
"1629","METTL16","Methyltransferase 16, RNA N6-Adenosine","Protein Coding","4.0","65"
"1630","NES","Nestin","Protein Coding","4.0","71"
"1631","WSPAR","Wnt Signaling Pathway Activating Non-Coding RNA","RNA Gene","4.0","51"
"1632","DUSP10","Dual Specificity Phosphatase 10","Protein Coding","4.0","81"
"1633","RINT1","RAD50 Interactor 1","Protein Coding","4.0","80"
"1634","TSPAN31","Tetraspanin 31","Protein Coding","4.0","70"
"1635","PRDX1","Peroxiredoxin 1","Protein Coding","4.0","92"
"1636","MIR663B","MicroRNA 663b","RNA Gene","4.0","52"
"1637","HMMR","Hyaluronan Mediated Motility Receptor","Protein Coding","4.0","75"
"1638","GFAP","Glial Fibrillary Acidic Protein","Protein Coding","4.0","100"
"1639","HAGLROS","HAGLR Opposite Strand LncRNA","RNA Gene","4.0","53"
"1640","SIRT3","Sirtuin 3","Protein Coding","4.0","91"
"1641","SEC23B","SEC23 Homolog B, COPII Component","Protein Coding","4.0","84"
"1642","NDRG2","NDRG Family Member 2","Protein Coding","4.0","71"
"1643","DRD2","Dopamine Receptor D2","Protein Coding","3.9","100"
"1644","TLR5","Toll Like Receptor 5","Protein Coding","3.9","89"
"1645","WWTR1","WW Domain Containing Transcription Regulator 1","Protein Coding","3.9","82"
"1646","MED12","Mediator Complex Subunit 12","Protein Coding","3.9","94"
"1647","ILF3","Interleukin Enhancer Binding Factor 3","Protein Coding","3.9","83"
"1648","ACTR3","Actin Related Protein 3","Protein Coding","3.9","83"
"1649","IGFBP1","Insulin Like Growth Factor Binding Protein 1","Protein Coding","3.9","80"
"1650","LOC130008148","ATAC-STARR-Seq Lymphoblastoid Silent Region 4588","Functional Element","3.9","57"
"1651","PDGFB","Platelet Derived Growth Factor Subunit B","Protein Coding","3.9","100"
"1652","TMEM43","Transmembrane Protein 43","Protein Coding","3.9","85"
"1653","RBM47","RNA Binding Motif Protein 47","Protein Coding","3.9","73"
"1654","ZNF304","Zinc Finger Protein 304","Protein Coding","3.9","65"
"1655","POT1","Protection Of Telomeres 1","Protein Coding","3.9","97"
"1656","MIR30B","MicroRNA 30b","RNA Gene","3.9","68"
"1657","MTAP","Methylthioadenosine Phosphorylase","Protein Coding","3.9","95"
"1658","EYA4","EYA Transcriptional Coactivator And Phosphatase 4","Protein Coding","3.9","89"
"1659","DINOL","Damage Induced Long Noncoding RNA","RNA Gene","3.9","53"
"1660","PKD1","Polycystin 1, Transient Receptor Potential Channel Interacting","Protein Coding","3.9","98"
"1661","MIR33B","MicroRNA 33b","RNA Gene","3.9","66"
"1662","LOC129390903","MPRA-Validated Peak2919 Silencer","Functional Element","3.9","59"
"1663","LIN28B","Lin-28 RNA Binding Posttranscriptional Regulator B","Protein Coding","3.9","76"
"1664","ADH1B","Alcohol Dehydrogenase 1B (Class I), Beta Polypeptide","Protein Coding","3.9","84"
"1665","MIR23B","MicroRNA 23b","RNA Gene","3.9","60"
"1666","MIR326","MicroRNA 326","RNA Gene","3.9","59"
"1667","PWAR4","Prader Willi/Angelman Region RNA 4","RNA Gene","3.9","53"
"1668","MPO","Myeloperoxidase","Protein Coding","3.9","93"
"1669","MANBAL","Mannosidase Beta Like","Protein Coding","3.9","44"
"1670","NFIX","Nuclear Factor I X","Protein Coding","3.8","91"
"1671","TYMSOS","TYMS Opposite Strand RNA","RNA Gene","3.8","57"
"1672","YY1AP1","YY1 Associated Protein 1","Protein Coding","3.8","78"
"1673","MECP2","Methyl-CpG Binding Protein 2","Protein Coding","3.8","100"
"1674","BMAL1","Basic Helix-Loop-Helix ARNT Like 1","Protein Coding","3.8","89"
"1675","RAC2","Rac Family Small GTPase 2","Protein Coding","3.8","100"
"1676","LATS1","Large Tumor Suppressor Kinase 1","Protein Coding","3.8","87"
"1677","NCOA3","Nuclear Receptor Coactivator 3","Protein Coding","3.8","94"
"1678","FAT1","FAT Atypical Cadherin 1","Protein Coding","3.8","88"
"1679","MAP2K5","Mitogen-Activated Protein Kinase Kinase 5","Protein Coding","3.8","92"
"1680","GNAQ","G Protein Subunit Alpha Q","Protein Coding","3.8","93"
"1681","CPT2","Carnitine Palmitoyltransferase 2","Protein Coding","3.8","97"
"1682","HILPDA","Hypoxia Inducible Lipid Droplet Associated","Protein Coding","3.8","58"
"1683","FANCL","FA Complementation Group L","Protein Coding","3.8","96"
"1684","LOC126862278","CDK7 Strongly-Dependent Group 2 Enhancer GRCh37_chr16:7629446-7630645","Functional Element","3.8","51"
"1685","ZMYND11","Zinc Finger MYND-Type Containing 11","Protein Coding","3.8","88"
"1686","GATA5","GATA Binding Protein 5","Protein Coding","3.8","80"
"1687","FLT3","Fms Related Receptor Tyrosine Kinase 3","Protein Coding","3.8","100"
"1688","TGM2","Transglutaminase 2","Protein Coding","3.8","89"
"1689","SRSF3","Serine And Arginine Rich Splicing Factor 3","Protein Coding","3.8","80"
"1690","RETN","Resistin","Protein Coding","3.8","69"
"1691","UHRF1","Ubiquitin Like With PHD And Ring Finger Domains 1","Protein Coding","3.8","85"
"1692","ZNF281","Zinc Finger Protein 281","Protein Coding","3.8","70"
"1693","TRAF2","TNF Receptor Associated Factor 2","Protein Coding","3.8","90"
"1694","GATA3","GATA Binding Protein 3","Protein Coding","3.8","100"
"1695","UNC5C","Unc-5 Netrin Receptor C","Protein Coding","3.8","78"
"1696","USP47","Ubiquitin Specific Peptidase 47","Protein Coding","3.8","70"
"1697","NGFR","Nerve Growth Factor Receptor","Protein Coding","3.7","88"
"1698","FER","FER Tyrosine Kinase","Protein Coding","3.7","88"
"1699","DSP","Desmoplakin","Protein Coding","3.7","100"
"1700","NOS1","Nitric Oxide Synthase 1","Protein Coding","3.7","99"
"1701","PIN1","Peptidylprolyl Cis/Trans Isomerase, NIMA-Interacting 1","Protein Coding","3.7","88"
"1702","MLKL","Mixed Lineage Kinase Domain Like Pseudokinase","Protein Coding","3.7","83"
"1703","LOC130001603","ATAC-STARR-Seq Lymphoblastoid Silent Region 19811","Functional Element","3.7","53"
"1704","MIR324","MicroRNA 324","RNA Gene","3.7","61"
"1705","PGPEP1","Pyroglutamyl-Peptidase I","Protein Coding","3.7","58"
"1706","A1CF","APOBEC1 Complementation Factor","Protein Coding","3.7","76"
"1707","TOP2B","DNA Topoisomerase II Beta","Protein Coding","3.7","99"
"1708","PLA2G4A","Phospholipase A2 Group IVA","Protein Coding","3.7","99"
"1709","SLC16A4","Solute Carrier Family 16 Member 4","Protein Coding","3.7","64"
"1710","KDM3B","Lysine Demethylase 3B","Protein Coding","3.7","87"
"1711","SMC2","Structural Maintenance Of Chromosomes 2","Protein Coding","3.7","84"
"1712","CCNK","Cyclin K","Protein Coding","3.7","90"
"1713","CYP2W1","Cytochrome P450 Family 2 Subfamily W Member 1","Protein Coding","3.7","68"
"1714","RPS3","Ribosomal Protein S3","Protein Coding","3.7","90"
"1715","MIR519D","MicroRNA 519d","RNA Gene","3.7","61"
"1716","MIR16-2","MicroRNA 16-2","RNA Gene","3.7","62"
