set_label,rank,gene_symbol,gene_name,gene_type,relevance_score,knowledge_score,duplicate_symbol,mapped_to_ctd_background
primary_anywhere,270,AMHR2,Anti-Mullerian Hormone Receptor Type 2,Protein Coding,324.2,93,False,True
primary_anywhere,271,MAP4K2,Mitogen-Activated Protein Kinase Kinase Kinase Kinase 2,Protein Coding,323.9,82,False,False
primary_anywhere,272,TSC2,TSC Complex Subunit 2,Protein Coding,323.7,100,False,True
primary_anywhere,273,MT-TE,Mitochondrially Encoded TRNA-Glu (GAA/G),RNA Gene,323.3,54,False,False
primary_anywhere,274,VDR,Vitamin D Receptor,Protein Coding,323.1,100,False,True
primary_anywhere,275,NOTCH2,Notch Receptor 2,Protein Coding,322.9,100,False,True
primary_anywhere,276,CD274,CD274 Molecule,Protein Coding,322.6,89,False,False
primary_anywhere,277,C3,Complement C3,Protein Coding,322.5,100,False,True
primary_anywhere,278,LCAT,Lecithin-Cholesterol Acyltransferase,Protein Coding,322.0,93,False,False
primary_anywhere,279,HADH,Hydroxyacyl-CoA Dehydrogenase,Protein Coding,321.5,99,False,True
primary_anywhere,280,HBB,Hemoglobin Subunit Beta,Protein Coding,321.3,100,False,True
primary_anywhere,281,NFKB1,Nuclear Factor Kappa B Subunit 1,Protein Coding,321.2,100,False,True
primary_anywhere,282,CFH,Complement Factor H,Protein Coding,320.9,99,False,False
primary_anywhere,283,KDM6A,Lysine Demethylase 6A,Protein Coding,320.6,97,False,True
primary_anywhere,284,MMP9,Matrix Metallopeptidase 9,Protein Coding,320.6,100,False,True
primary_anywhere,285,PIK3CA,"Phosphatidylinositol-4,5-Bisphosphate 3-Kinase Catalytic Subunit Alpha",Protein Coding,320.3,100,False,True
primary_anywhere,286,PLAT,"Plasminogen Activator, Tissue Type",Protein Coding,319.7,92,False,False
primary_anywhere,287,BRCA2,BRCA2 DNA Repair Associated,Protein Coding,319.5,100,False,False
primary_anywhere,288,HLA-DRB1,"Major Histocompatibility Complex, Class II, DR Beta 1",Protein Coding,319.3,95,False,True
primary_anywhere,289,IDH2,Isocitrate Dehydrogenase (NADP(+)) 2,Protein Coding,318.9,99,False,False
primary_anywhere,290,SLC16A1,Solute Carrier Family 16 Member 1,Protein Coding,318.7,100,False,True
primary_anywhere,291,EZH2,Enhancer Of Zeste 2 Polycomb Repressive Complex 2 Subunit,Protein Coding,318.2,100,False,True
primary_anywhere,292,ADAMTS13,ADAM Metallopeptidase With Thrombospondin Type 1 Motif 13,Protein Coding,317.8,97,False,False
primary_anywhere,293,COL11A1,Collagen Type XI Alpha 1 Chain,Protein Coding,317.4,99,False,False
primary_anywhere,294,MME,Membrane Metalloendopeptidase,Protein Coding,316.9,100,False,True
primary_anywhere,295,TAP2,"Transporter 2, ATP Binding Cassette Subfamily B Member",Protein Coding,316.1,93,False,True
primary_anywhere,296,COL5A1,Collagen Type V Alpha 1 Chain,Protein Coding,315.6,97,False,True
primary_anywhere,297,TRMT10A,TRNA Methyltransferase 10A,Protein Coding,315.1,74,False,False
primary_anywhere,298,IGF1,Insulin Like Growth Factor 1,Protein Coding,315.0,100,False,True
primary_anywhere,299,ADRB2,Adrenoceptor Beta 2,Protein Coding,314.2,92,False,False
primary_anywhere,300,PPARGC1B,PPARG Coactivator 1 Beta,Protein Coding,314.2,86,False,False
primary_anywhere,301,DYRK1B,Dual Specificity Tyrosine Phosphorylation Regulated Kinase 1B,Protein Coding,313.8,88,False,False
primary_anywhere,302,SCP2,Sterol Carrier Protein 2,Protein Coding,313.7,97,False,True
primary_anywhere,303,MC4R,Melanocortin 4 Receptor,Protein Coding,312.7,97,False,True
primary_anywhere,304,SCARB1,Scavenger Receptor Class B Member 1,Protein Coding,312.4,97,False,True
primary_anywhere,305,GCG,Glucagon,Protein Coding,312.4,81,False,False
primary_anywhere,306,TET2,Tet Methylcytosine Dioxygenase 2,Protein Coding,312.1,91,False,False
primary_anywhere,307,HOTAIR,HOX Transcript Antisense RNA,RNA Gene,312.1,59,False,True
primary_anywhere,308,CASR,Calcium Sensing Receptor,Protein Coding,311.7,99,False,False
primary_anywhere,309,HNRNPUL2-BSCL2,HNRNPUL2-BSCL2 Readthrough (NMD Candidate),Protein Coding,311.5,49,False,False
primary_anywhere,310,CDK4,Cyclin Dependent Kinase 4,Protein Coding,311.5,100,False,True
primary_anywhere,311,ABCG5,ATP Binding Cassette Subfamily G Member 5,Protein Coding,310.8,97,False,False
primary_anywhere,312,SPINT2,"Serine Peptidase Inhibitor, Kunitz Type 2",Protein Coding,310.7,86,False,True
primary_anywhere,313,DNAJC6,DnaJ Heat Shock Protein Family (Hsp40) Member C6,Protein Coding,310.7,89,False,True
primary_anywhere,314,PGM1,Phosphoglucomutase 1,Protein Coding,310.6,98,False,True
primary_anywhere,315,ATP13A2,ATPase Cation Transporting 13A2,Protein Coding,309.8,92,False,True
primary_anywhere,316,ACE2,Angiotensin Converting Enzyme 2,Protein Coding,309.6,89,False,True
primary_anywhere,317,SOD2,Superoxide Dismutase 2,Protein Coding,309.5,93,False,True
primary_anywhere,318,NFE2L2,NFE2 Like BZIP Transcription Factor 2,Protein Coding,309.3,100,False,True
primary_anywhere,319,MYH9,Myosin Heavy Chain 9,Protein Coding,309.2,100,False,True
primary_anywhere,320,TGFBR1,Transforming Growth Factor Beta Receptor 1,Protein Coding,308.8,100,False,True
primary_anywhere,321,IDH1,Isocitrate Dehydrogenase (NADP(+)) 1,Protein Coding,308.3,100,False,False
primary_anywhere,322,AGT,Angiotensinogen,Protein Coding,307.8,100,False,True
primary_anywhere,323,A2M,Alpha-2-Macroglobulin,Protein Coding,307.8,91,False,True
primary_anywhere,324,HLA-B,"Major Histocompatibility Complex, Class I, B",Protein Coding,307.5,96,False,True
primary_anywhere,325,LOC126807011,MED14-Independent Group 3 Enhancer GRCh37_chr4:26407341-26408540,Functional Element,307.5,49,False,False
primary_anywhere,326,GNAS,GNAS Complex Locus,Protein Coding,307.2,100,False,True
primary_anywhere,327,UMOD,Uromodulin,Protein Coding,307.1,91,False,True
primary_anywhere,328,NIDDM3,Noninsulin-Dependent Diabetes Mellitus 3,Genetic Locus,306.3,18,False,False
primary_anywhere,329,COL7A1,Collagen Type VII Alpha 1 Chain,Protein Coding,305.8,96,False,True
primary_anywhere,330,AQP5-AS1,AQP5 And AQP2 Antisense RNA 2,RNA Gene,305.6,72,False,False
primary_anywhere,331,CDKN2A,Cyclin Dependent Kinase Inhibitor 2A,Protein Coding,305.6,100,False,True
primary_anywhere,332,ACVR1,Activin A Receptor Type 1,Protein Coding,305.5,98,False,True
primary_anywhere,333,CFB,Complement Factor B,Protein Coding,305.5,100,False,True
primary_anywhere,334,PANK2,Pantothenate Kinase 2,Protein Coding,305.4,89,False,False
primary_anywhere,335,KCNJ1,Potassium Inwardly Rectifying Channel Subfamily J Member 1,Protein Coding,305.0,92,False,False
primary_anywhere,336,STK11,Serine/Threonine Kinase 11,Protein Coding,305.0,100,False,False
primary_anywhere,337,IGF2,Insulin Like Growth Factor 2,Protein Coding,305.0,98,False,True
primary_anywhere,338,PKD2,"Polycystin 2, Transient Receptor Potential Cation Channel",Protein Coding,304.8,96,False,False
primary_anywhere,339,CCL2,C-C Motif Chemokine Ligand 2,Protein Coding,303.8,87,False,True
primary_anywhere,340,PTGS2,Prostaglandin-Endoperoxide Synthase 2,Protein Coding,303.8,91,False,True
primary_anywhere,341,TNNT2,"Troponin T2, Cardiac Type",Protein Coding,303.4,91,False,False
primary_anywhere,342,NF1,Neurofibromin 1,Protein Coding,303.0,100,False,False
primary_anywhere,343,HRAS,"HRas Proto-Oncogene, GTPase",Protein Coding,302.3,100,False,True
primary_anywhere,344,CXCR2,C-X-C Motif Chemokine Receptor 2,Protein Coding,301.6,98,False,False
primary_anywhere,345,GRIA2,Glutamate Ionotropic Receptor AMPA Type Subunit 2,Protein Coding,301.3,100,False,False
primary_anywhere,346,GLP1R,Glucagon Like Peptide 1 Receptor,Protein Coding,301.1,86,False,False
primary_anywhere,347,ERCC2,"ERCC Excision Repair 2, TFIIH Core Complex Helicase Subunit",Protein Coding,301.0,100,False,True
primary_anywhere,348,BLM,BLM RecQ Like Helicase,Protein Coding,300.9,100,False,True
primary_anywhere,349,TFAP2B,Transcription Factor AP-2 Beta,Protein Coding,300.6,87,False,True
primary_anywhere,350,DNMT1,DNA Methyltransferase 1,Protein Coding,300.4,100,False,True
primary_anywhere,351,LAMB2,Laminin Subunit Beta 2,Protein Coding,299.9,100,False,False
primary_anywhere,352,CYP2C9,Cytochrome P450 Family 2 Subfamily C Member 9,Protein Coding,299.8,93,False,True
primary_anywhere,353,COL4A5,Collagen Type IV Alpha 5 Chain,Protein Coding,299.5,91,False,False
primary_anywhere,354,LRP6,LDL Receptor Related Protein 6,Protein Coding,299.2,100,False,False
primary_anywhere,355,FLT1,Fms Related Receptor Tyrosine Kinase 1,Protein Coding,298.9,97,False,True
primary_anywhere,356,BBS2,Bardet-Biedl Syndrome 2,Protein Coding,298.9,93,False,False
primary_anywhere,357,PNPLA2,"Patatin Like Domain 2, Triacylglycerol Lipase",Protein Coding,298.0,96,False,False
primary_anywhere,358,CCN2,Cellular Communication Network Factor 2,Protein Coding,297.7,87,False,False
primary_anywhere,359,NBR2,Neighbor Of BRCA1 LncRNA 2,RNA Gene,297.5,58,False,False
primary_anywhere,360,NOS2,Nitric Oxide Synthase 2,Protein Coding,297.2,97,False,True
primary_anywhere,361,ATP1A2,ATPase Na+/K+ Transporting Subunit Alpha 2,Protein Coding,296.7,97,False,True
primary_anywhere,362,CLEC7A,C-Type Lectin Domain Containing 7A,Protein Coding,296.4,77,False,True
primary_anywhere,363,FGFR3,Fibroblast Growth Factor Receptor 3,Protein Coding,296.2,100,False,True
primary_anywhere,364,IL1R1,Interleukin 1 Receptor Type 1,Protein Coding,295.5,93,False,True
primary_anywhere,365,MSH2,MutS Homolog 2,Protein Coding,295.5,100,False,True
primary_anywhere,366,SLC22A2,Solute Carrier Family 22 Member 2,Protein Coding,295.2,82,False,True
primary_anywhere,367,SLC2A9,Solute Carrier Family 2 Member 9,Protein Coding,295.0,92,False,False
primary_anywhere,368,LPIN1,Lipin 1,Protein Coding,294.1,94,False,True
primary_anywhere,369,MECP2,Methyl-CpG Binding Protein 2,Protein Coding,294.1,100,False,True
primary_anywhere,370,IAPP,Islet Amyloid Polypeptide,Protein Coding,294.1,74,False,False
primary_anywhere,371,SCN2A,Sodium Voltage-Gated Channel Alpha Subunit 2,Protein Coding,293.9,100,False,True
primary_anywhere,372,IL10,Interleukin 10,Protein Coding,293.8,100,False,True
primary_anywhere,373,KDR,Kinase Insert Domain Receptor,Protein Coding,293.5,99,False,False
primary_anywhere,374,ALDH2,Aldehyde Dehydrogenase 2 Family Member,Protein Coding,293.4,92,False,True
primary_anywhere,375,CYP2D6,Cytochrome P450 Family 2 Subfamily D Member 6 (Gene/Pseudogene),Protein Coding,293.3,99,False,True
primary_anywhere,376,MKS1,MKS Transition Zone Complex Subunit 1,Protein Coding,293.2,88,False,False
primary_anywhere,377,CYP3A4,Cytochrome P450 Family 3 Subfamily A Member 4,Protein Coding,292.8,92,False,True
primary_anywhere,378,RYR1,Ryanodine Receptor 1,Protein Coding,292.8,100,False,False
primary_anywhere,379,SMPD1,Sphingomyelin Phosphodiesterase 1,Protein Coding,292.3,98,False,True
primary_anywhere,380,SLC12A3,Solute Carrier Family 12 Member 3,Protein Coding,291.9,97,False,False
primary_anywhere,381,MORC2,MORC Family CW-Type Zinc Finger 2,Protein Coding,290.8,85,False,False
primary_anywhere,382,RAF1,"Raf-1 Proto-Oncogene, Serine/Threonine Kinase",Protein Coding,290.8,100,False,True
primary_anywhere,383,MT-ND1,Mitochondrially Encoded NADH:Ubiquinone Oxidoreductase Core Subunit 1,Protein Coding,290.7,83,False,False
primary_anywhere,384,PRKAA2,Protein Kinase AMP-Activated Catalytic Subunit Alpha 2,Protein Coding,290.4,89,False,False
primary_anywhere,385,ACTA2,"Actin Alpha 2, Smooth Muscle",Protein Coding,290.0,100,False,True
primary_anywhere,386,CPE,Carboxypeptidase E,Protein Coding,289.9,90,False,True
primary_anywhere,387,GJA1,Gap Junction Protein Alpha 1,Protein Coding,289.3,100,False,True
primary_anywhere,388,CYP27A1,Cytochrome P450 Family 27 Subfamily A Member 1,Protein Coding,289.2,95,False,False
primary_anywhere,389,IL2RB,Interleukin 2 Receptor Subunit Beta,Protein Coding,289.1,100,False,True
primary_anywhere,390,SERPINE1,Serpin Family E Member 1,Protein Coding,289.0,99,False,True
primary_anywhere,391,CAVIN1,Caveolae Associated Protein 1,Protein Coding,288.9,83,False,False
primary_anywhere,392,IFNA2,Interferon Alpha 2,Protein Coding,288.8,74,False,True
primary_anywhere,393,SOX2,SRY-Box Transcription Factor 2,Protein Coding,288.5,95,False,True
primary_anywhere,394,ALB,Albumin,Protein Coding,288.4,100,False,True
primary_anywhere,395,CREBBP,CREB Binding Lysine Acetyltransferase,Protein Coding,288.0,100,False,False
primary_anywhere,396,HERC2,HECT And RLD Domain Containing E3 Ubiquitin Protein Ligase 2,Protein Coding,288.0,98,False,False
primary_anywhere,397,ACVR2B,Activin A Receptor Type 2B,Protein Coding,287.9,95,False,False
primary_anywhere,398,NPC1L1,NPC1 Like Intracellular Cholesterol Transporter 1,Protein Coding,287.4,86,False,False
primary_anywhere,399,ITGB2,Integrin Subunit Beta 2,Protein Coding,287.4,100,False,False
primary_anywhere,400,VAMP2,Vesicle Associated Membrane Protein 2,Protein Coding,287.3,91,False,True
primary_anywhere,401,EIF2AK4,Eukaryotic Translation Initiation Factor 2 Alpha Kinase 4,Protein Coding,287.3,95,False,False
primary_anywhere,402,TRIM32,Tripartite Motif Containing 32,Protein Coding,287.2,93,False,False
primary_anywhere,403,AGER,Advanced Glycosylation End-Product Specific Receptor,Protein Coding,287.0,94,False,True
primary_anywhere,404,IFNG,Interferon Gamma,Protein Coding,286.5,89,False,True
primary_anywhere,405,ERBB3,Erb-B2 Receptor Tyrosine Kinase 3,Protein Coding,286.3,100,False,True
primary_anywhere,406,MAPT,Microtubule Associated Protein Tau,Protein Coding,286.1,100,False,True
primary_anywhere,407,CSNK2A2,Casein Kinase 2 Alpha 2,Protein Coding,285.9,91,False,True
primary_anywhere,408,MIAT,Myocardial Infarction Associated Transcript,RNA Gene,285.8,60,False,False
primary_anywhere,409,IFNAR2,Interferon Alpha And Beta Receptor Subunit 2,Protein Coding,285.8,100,False,False
primary_anywhere,410,DGAT2,Diacylglycerol O-Acyltransferase 2,Protein Coding,285.8,82,False,True
primary_anywhere,411,NEUROD2,Neuronal Differentiation 2,Protein Coding,285.6,74,False,True
primary_anywhere,412,TERT,Telomerase Reverse Transcriptase,Protein Coding,285.6,100,False,False
primary_anywhere,413,TTN,Titin,Protein Coding,285.0,98,False,False
primary_anywhere,414,LAMA2,Laminin Subunit Alpha 2,Protein Coding,284.8,98,False,False
primary_anywhere,415,CYBA,Cytochrome B-245 Alpha Chain,Protein Coding,284.7,98,False,True
primary_anywhere,416,SHBG,Sex Hormone Binding Globulin,Protein Coding,284.6,72,False,True
primary_anywhere,417,APOC2,Apolipoprotein C2,Protein Coding,284.5,93,False,False
primary_anywhere,418,COL6A3,Collagen Type VI Alpha 3 Chain,Protein Coding,284.4,98,False,True
primary_anywhere,419,NRAS,"NRAS Proto-Oncogene, GTPase",Protein Coding,284.0,97,False,False
primary_anywhere,420,DNM2,Dynamin 2,Protein Coding,283.9,100,False,False
primary_anywhere,421,MAPK1,Mitogen-Activated Protein Kinase 1,Protein Coding,283.7,94,False,True
primary_anywhere,422,HIF1A,Hypoxia Inducible Factor 1 Subunit Alpha,Protein Coding,283.5,96,False,False
primary_anywhere,423,PIK3C2B,Phosphatidylinositol-4-Phosphate 3-Kinase Catalytic Subunit Type 2 Beta,Protein Coding,283.0,94,False,True
primary_anywhere,424,IGF2R,Insulin Like Growth Factor 2 Receptor,Protein Coding,282.6,94,False,True
primary_anywhere,425,GRID2,Glutamate Ionotropic Receptor Delta Type Subunit 2,Protein Coding,282.5,89,False,True
primary_anywhere,426,IL6ST,Interleukin 6 Cytokine Family Signal Transducer,Protein Coding,282.2,100,False,False
primary_anywhere,427,HAVCR2,Hepatitis A Virus Cellular Receptor 2,Protein Coding,282.2,88,False,False
primary_anywhere,428,CD36,CD36 Molecule (CD36 Blood Group),Protein Coding,282.0,100,False,True
primary_anywhere,429,TNNI3,"Troponin I3, Cardiac Type",Protein Coding,281.7,92,False,True
primary_anywhere,430,HDAC2,Histone Deacetylase 2,Protein Coding,280.9,92,False,True
primary_anywhere,431,SCN5A,Sodium Voltage-Gated Channel Alpha Subunit 5,Protein Coding,280.7,100,False,False
primary_anywhere,432,D2HGDH,D-2-Hydroxyglutarate Dehydrogenase,Protein Coding,280.3,86,False,True
primary_anywhere,433,OTX2,Orthodenticle Homeobox 2,Protein Coding,280.2,92,False,True
primary_anywhere,434,BBS1,Bardet-Biedl Syndrome 1,Protein Coding,279.9,91,False,False
primary_anywhere,435,NARS2,"Asparaginyl-TRNA Synthetase 2, Mitochondrial",Protein Coding,279.7,86,False,False
primary_anywhere,436,COL6A1,Collagen Type VI Alpha 1 Chain,Protein Coding,279.6,95,False,False
primary_anywhere,437,CASC8,Cancer Susceptibility 8,RNA Gene,279.5,54,False,False
primary_anywhere,438,FXN,Frataxin,Protein Coding,279.3,91,False,False
primary_anywhere,439,GJB2,Gap Junction Protein Beta 2,Protein Coding,279.2,89,False,False
primary_anywhere,440,LRP2,LDL Receptor Related Protein 2,Protein Coding,278.7,100,False,False
primary_anywhere,441,PFKM,"Phosphofructokinase, Muscle",Protein Coding,278.4,100,False,True
primary_anywhere,442,HBA2,Hemoglobin Subunit Alpha 2,Protein Coding,278.3,94,False,True
primary_anywhere,443,ZRSR2,"Zinc Finger CCCH-Type, RNA Binding Motif And Serine/Arginine Rich 2",Protein Coding,278.2,73,False,False
primary_anywhere,444,SCARB2,Scavenger Receptor Class B Member 2,Protein Coding,278.1,91,False,True
primary_anywhere,445,CYP21A2,Cytochrome P450 Family 21 Subfamily A Member 2,Protein Coding,278.1,96,False,False
primary_anywhere,446,NPPA,Natriuretic Peptide A,Protein Coding,278.0,91,False,False
primary_anywhere,447,IL1B,Interleukin 1 Beta,Protein Coding,278.0,91,False,True
primary_anywhere,448,CACNA1H,Calcium Voltage-Gated Channel Subunit Alpha1 H,Protein Coding,277.9,99,False,True
primary_anywhere,449,SIRT2,Sirtuin 2,Protein Coding,277.9,88,False,True
primary_anywhere,450,CELSR2,Cadherin EGF LAG Seven-Pass G-Type Receptor 2,Protein Coding,277.1,84,False,False
primary_anywhere,451,MIA3,MIA SH3 Domain ER Export Factor 3,Protein Coding,277.0,89,False,False
primary_anywhere,452,NPC2,NPC Intracellular Cholesterol Transporter 2,Protein Coding,277.0,91,False,False
primary_anywhere,453,HSPG2,Heparan Sulfate Proteoglycan 2,Protein Coding,277.0,100,False,True
primary_anywhere,454,TCF4,Transcription Factor 4,Protein Coding,276.9,100,False,True
primary_anywhere,455,ORAI1,ORAI Calcium Release-Activated Calcium Modulator 1,Protein Coding,276.8,91,False,True
primary_anywhere,456,HLA-DQA1,"Major Histocompatibility Complex, Class II, DQ Alpha 1",Protein Coding,276.7,88,False,True
primary_anywhere,457,FXYD2,FXYD Domain Containing Ion Transport Regulator 2,Protein Coding,276.5,85,False,True
primary_anywhere,458,NOTCH1,Notch Receptor 1,Protein Coding,276.3,100,False,True
primary_anywhere,459,NFKB2,Nuclear Factor Kappa B Subunit 2,Protein Coding,276.0,100,False,True
primary_anywhere,460,NPR2,Natriuretic Peptide Receptor 2,Protein Coding,276.0,94,False,True
primary_anywhere,461,TLR2,Toll Like Receptor 2,Protein Coding,275.9,96,False,False
primary_anywhere,462,NCF1,Neutrophil Cytosolic Factor 1,Protein Coding,275.8,93,False,False
primary_anywhere,463,G6PC1,Glucose-6-Phosphatase Catalytic Subunit 1,Protein Coding,275.5,95,False,True
primary_anywhere,464,HLA-A,"Major Histocompatibility Complex, Class I, A",Protein Coding,275.2,95,False,False
primary_anywhere,465,CEP290,Centrosomal Protein 290,Protein Coding,274.7,89,False,False
primary_anywhere,466,CD40LG,CD40 Ligand,Protein Coding,274.5,98,False,False
primary_anywhere,467,MLKL,Mixed Lineage Kinase Domain Like Pseudokinase,Protein Coding,274.4,83,False,False
primary_anywhere,468,XIST,X Inactive Specific Transcript,RNA Gene,274.1,62,False,False
